Id	MachineId	CollectionDateTime	RestockUtcDateTime	LastCollectionDateTime	PreviousRestockUtcDateTime	IsRecentCreatedDateTime	IsRecentUtcCreatedDateTime	CreatedBy	Deleted	PrepickId	CollectedBillsCount	CollectedCoinsCount	RefundAmountInCents	BagNumber	AllSalesAmountInCents	LastRestockAllSalesAmountInCents	CashSalesQuantity	LastRestockCashSalesQuantity	CashSalesAmountInCents	LastRestockCashSalesAmountInCents	CardSalesQuantity	LastRestockCardSalesQuantity	CardSalesAmountInCents	LastRestockCardSalesAmountInCents	TokenSalesQuantity	LastRestockTokenSalesQuantity	TokenSalesAmountInCents	LastRestockTokenSalesAmountInCents	FreeSalesQuantity	LastRestockFreeSalesQuantity	FreeSalesAmountInCents	LastRestockFreeSalesAmountInCents	CashInAmountInCents	LastRestockCashInAmountInCents	BillsInAmount	LastRestockBillsInAmount	CoinsToTubeAmountInCents	LastRestockCoinsToTubesAmountInCents	CoinsToBoxAmountInCents	LastRestockCoinsToBoxAmountInCents	CashDispensedAmountInCents	LastRestockCashDispensedAmountInCents	CoinRefillAmountInCents	CoinsInTubeAmountInCents	CollectedTokensCount	CollectedTokensValueInCents	LastRestockTestVendAmountInCents	CreatedByUserId	RestockedByUserId	LastRestockAllSalesQuantity	AllSalesQuantity	ScheduleDate	ScheduleId	RestockSummaryFrozen	
=17165	=999948	=01/13/2014 10:34:12	=01/13/2014 18:34:12	=01/08/2014 11:49:07	=01/08/2014 19:49:07	=False	=False	[NULL]	=False	=2023	=0	=0	=0	=1005	=635055	=0	=10307	=220	=635055	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=759930	=0	=4252	=0	=150240	=0	=184490	=0	=119785	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/13/2014 00:00:00	=2438	=False	
=17169	=999952	=01/13/2014 11:39:09	=01/13/2014 19:39:09	=01/06/2014 12:34:15	=01/06/2014 20:34:15	=False	=False	[NULL]	=False	=2023	=147	=2830	=265	=138	=648160	=17740	=5677	=193	=648160	=17740	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=814675	=22115	=5252	=152	=158220	=4010	=131255	=2905	=160790	=4375	=400	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/13/2014 00:00:00	=2438	=False	
=17170	=1037528	=01/13/2014 12:08:29	=01/13/2014 20:08:29	=12/30/2013 10:44:24	=12/30/2013 18:44:24	=False	=False	[NULL]	=False	=2022	=117	=1560	=0	=147	=1376035	=13535	=212944	=165	=1376035	=13535	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1376035	=13535	=85329	=127	=0	=0	=2955640	=1560	=0	=0	=900	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/13/2014 00:00:00	=2437	=False	
=17172	=1150790	=01/13/2014 12:53:12	=01/13/2014 20:53:12	=12/31/2013 11:55:02	=12/31/2013 19:55:02	=False	=False	[NULL]	=False	=2022	=107	=1680	=0	=140	=4710070	=11850	=44100	=107	=4710070	=11850	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5103190	=14375	=38718	=117	=330980	=1195	=900410	=1480	=406265	=2525	=1000	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/13/2014 00:00:00	=2437	=False	
=17173	=1037537	=01/13/2014 13:08:42	=01/13/2014 21:08:42	=01/08/2014 13:23:23	=01/08/2014 21:23:23	=False	=False	[NULL]	=False	=2022	=68	=0	=0	=106	=161515	=6820	=2094	=89	=161515	=6820	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=209525	=9405	=1292	=68	=44020	=2605	=36305	=0	=48155	=2585	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/13/2014 00:00:00	=2437	=False	
=17175	=1150590	=01/13/2014 13:23:08	=01/13/2014 21:23:08	=12/31/2013 12:10:09	=12/31/2013 20:10:09	=False	=False	[NULL]	=False	=2022	=126	=670	=0	=91	=3992090	=13065	=38426	=201	=3992090	=13065	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4698930	=19245	=32064	=131	=694775	=5510	=797755	=635	=714575	=6180	=500	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/13/2014 00:00:00	=2437	=False	
=17176	=1157751	=01/13/2014 13:35:50	=01/13/2014 21:35:50	=01/08/2014 13:56:03	=01/08/2014 21:56:03	=False	=False	[NULL]	=False	=2023	=149	=1695	=0	=96	=2795635	=16450	=31864	=187	=2795635	=16450	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=3154950	=18500	=24307	=151	=339275	=1705	=384975	=1695	=359590	=2050	=200	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/13/2014 00:00:00	=2438	=False	
=17177	=1157801	=01/13/2014 13:55:03	=01/13/2014 21:55:03	=01/09/2014 12:33:26	=01/09/2014 20:33:26	=False	=False	[NULL]	=False	=2023	=170	=2065	=0	=85	=4840645	=19215	=55150	=222	=4840645	=19215	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5509770	=21775	=42878	=172	=670710	=2560	=551260	=2015	=670115	=2560	=200	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/13/2014 00:00:00	=2438	=False	
=17178	=1181945	=01/14/2014 07:49:51	=01/14/2014 15:49:51	=12/23/2013 09:58:59	=12/23/2013 17:58:59	=False	=False	[NULL]	=False	=2024	=34	=1425	=0	=125	=816870	=4775	=24534	=191	=816870	=4775	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=993695	=7440	=1299	=34	=277875	=2615	=585920	=1425	=267000	=2290	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/14/2014 00:00:00	=2439	=False	
=17179	=999955	=01/14/2014 07:51:04	=01/14/2014 15:51:04	=01/09/2014 09:08:39	=01/09/2014 17:08:39	=False	=False	[NULL]	=False	=2025	=0	=0	=0	=1018	=2520805	=0	=26669	=123	=2520805	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=2736240	=0	=18774	=0	=209075	=0	=649765	=0	=215155	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/14/2014 00:00:00	=2440	=False	
=17180	=1150816	=01/14/2014 08:39:00	=01/14/2014 16:39:00	=01/02/2014 10:24:34	=01/02/2014 18:24:34	=False	=False	[NULL]	=False	=2024	=70	=3335	=0	=132	=882945	=10065	=11178	=113	=882945	=10065	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1211740	=11155	=8483	=69	=266450	=945	=96990	=3310	=335850	=1090	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/14/2014 00:00:00	=2439	=False	
=17181	=1150618	=01/14/2014 09:01:18	=01/14/2014 17:01:18	=01/02/2014 09:50:03	=01/02/2014 17:50:03	=False	=False	[NULL]	=False	=2024	=81	=4775	=0	=134	=1927470	=12850	=40586	=151	=1927470	=12850	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=2545070	=14230	=13122	=83	=666960	=1230	=565910	=4700	=668845	=1380	=200	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/14/2014 00:00:00	=2439	=False	
=17182	=999972	=01/14/2014 09:31:27	=01/14/2014 17:31:27	=01/09/2014 10:28:35	=01/09/2014 18:28:35	=False	=False	[NULL]	=False	=2025	=0	=0	=0	=1009	=1011925	=0	=31918	=126	=1011925	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1344710	=0	=6572	=0	=336560	=0	=350950	=0	=365475	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/14/2014 00:00:00	=2440	=False	
=17183	=1037533	=01/14/2014 09:41:19	=01/14/2014 17:41:19	=01/07/2014 08:50:53	=01/07/2014 16:50:53	=False	=False	[NULL]	=False	=2025	=0	=0	=0	=1013	=18639115	=0	=361544	=119	=18639115	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=25261130	=0	=137974	=0	=5521915	=0	=5941815	=0	=6677800	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/14/2014 00:00:00	=2440	=False	
=17189	=1180283	=01/14/2014 11:30:35	=01/14/2014 19:30:35	=01/07/2014 12:43:58	=01/07/2014 20:43:58	=False	=False	[NULL]	=False	=2025	=82	=2790	=0	=120	=848920	=10990	=11011	=145	=848920	=10990	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1166830	=15190	=7462	=82	=248350	=4125	=172280	=2865	=325560	=4200	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/14/2014 00:00:00	=2440	=False	
=17190	=1180468	=01/14/2014 11:35:47	=01/14/2014 19:35:47	=01/07/2014 13:07:03	=01/07/2014 21:07:03	=False	=False	[NULL]	=False	=2025	=64	=985	=0	=113	=3463930	=9370	=54739	=101	=3463930	=9370	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4204305	=12720	=21196	=91	=712570	=2635	=1372135	=985	=694835	=3320	=2700	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/14/2014 00:00:00	=2440	=False	
=17196	=1014674	=01/14/2014 13:05:40	=01/14/2014 21:05:40	=01/10/2014 13:14:18	=01/10/2014 21:14:18	=False	=False	[NULL]	=False	=2025	=198	=10	=0	=162	=8469635	=19115	=119868	=213	=8469635	=19115	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=11920150	=25260	=83559	=215	=3084865	=3730	=479385	=30	=3451590	=6145	=1700	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/14/2014 00:00:00	=2440	=False	
=17198	=1047477	=01/14/2014 13:47:13	=01/14/2014 21:47:13	=12/19/2013 13:06:54	=12/19/2013 21:06:54	=False	=False	[NULL]	=False	=2025	=90	=2620	=0	=152	=814420	=11500	=9554	=117	=814420	=11500	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=976035	=13055	=6151	=88	=161455	=1770	=199480	=2485	=161830	=1555	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/14/2014 00:00:00	=2440	=False	
=17200	=1174961	=01/15/2014 06:01:05	=01/15/2014 14:01:05	=12/30/2013 13:10:36	=12/30/2013 21:10:36	=False	=False	[NULL]	=False	=2026	=53	=975	=0	=147	=479350	=5050	=9686	=101	=479350	=5050	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=799350	=8525	=4834	=53	=245885	=2250	=70065	=975	=300810	=3395	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/15/2014 00:00:00	=2441	=False	
=17202	=1142313	=01/15/2014 07:57:27	=01/15/2014 15:57:27	=01/13/2014 08:41:46	=01/13/2014 16:41:46	=False	=False	[NULL]	=False	=2027	=0	=0	=0	=1008	=0	=0	=8715	=112	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/15/2014 00:00:00	=2442	=False	
=17203	=999971	=01/15/2014 08:09:58	=01/15/2014 16:09:58	=01/08/2014 09:37:27	=01/08/2014 17:37:27	=False	=False	[NULL]	=False	=2027	=0	=0	=0	=1007	=1083350	=0	=25132	=182	=1083350	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1115610	=0	=8943	=0	=119080	=0	=102230	=0	=40960	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/15/2014 00:00:00	=2442	=False	
=17215	=1142314	=01/15/2014 11:09:16	=01/15/2014 19:09:16	=01/08/2014 09:38:03	=01/08/2014 17:38:03	=False	=False	[NULL]	=False	=2026	=95	=2815	=0	=140	=1969780	=11995	=26537	=164	=1969780	=11995	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=2507305	=15525	=14914	=95	=525640	=3205	=490265	=2820	=539535	=3530	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/15/2014 00:00:00	=2441	=False	
=17217	=1142319	=01/15/2014 11:42:44	=01/15/2014 19:42:44	=12/24/2013 07:25:45	=12/24/2013 15:25:45	=False	=False	[NULL]	=False	=2026	=125	=2890	=0	=149	=1298380	=15265	=13020	=138	=1298380	=15265	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1454950	=17195	=9579	=126	=141750	=1775	=355300	=2820	=158360	=1930	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/15/2014 00:00:00	=2441	=False	
=17219	=1027835	=01/15/2014 12:04:47	=01/15/2014 20:04:47	=01/06/2014 10:20:03	=01/06/2014 18:20:03	=False	=False	[NULL]	=False	=2027	=83	=2645	=0	=107	=1082755	=10980	=12034	=130	=1082755	=10980	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1082755	=10980	=8739	=83	=0	=0	=202115	=2550	=0	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/15/2014 00:00:00	=2442	=False	
=17220	=1037536	=01/15/2014 12:27:35	=01/15/2014 20:27:35	=01/10/2014 07:30:41	=01/10/2014 15:30:41	=False	=False	[NULL]	=False	=2026	=47	=1140	=0	=91	=1941000	=12000	=18067	=67	=1621305	=5775	=2857	=54	=319695	=6225	=0	=0	=0	=0	=0	=0	=0	=0	=2185950	=7550	=14267	=47	=423910	=1710	=335340	=1140	=585995	=1775	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/15/2014 00:00:00	=2441	=False	
=17221	=1146952	=01/15/2014 12:34:03	=01/15/2014 20:34:03	=01/08/2014 13:41:38	=01/08/2014 21:41:38	=False	=False	[NULL]	=False	=2027	=139	=2680	=0	=137	=1270500	=16275	=14616	=186	=1270500	=16275	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1493240	=19380	=10684	=139	=217760	=2810	=207080	=2670	=225015	=3055	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/15/2014 00:00:00	=2442	=False	
=17222	=999968	=01/15/2014 12:42:42	=01/15/2014 20:42:42	=01/09/2014 07:16:36	=01/09/2014 15:16:36	=False	=False	[NULL]	=False	=2026	=58	=1680	=0	=116	=852815	=12740	=8088	=92	=654180	=7430	=2350	=64	=198635	=5310	=0	=0	=0	=0	=0	=0	=0	=0	=822360	=9360	=4928	=60	=161710	=1685	=167850	=1675	=167930	=1930	=200	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/15/2014 00:00:00	=2441	=False	
=17223	=1114518	=01/16/2014 07:41:58	=01/16/2014 15:41:58	=01/06/2014 13:40:15	=01/06/2014 21:40:15	=False	=False	[NULL]	=False	=2028	=36	=2355	=0	=141	=1996770	=6250	=22681	=118	=1995520	=5900	=25	=7	=1250	=350	=0	=0	=0	=0	=0	=0	=0	=0	=2138065	=7790	=14301	=36	=150660	=1835	=557305	=2355	=146078	=1890	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/16/2014 00:00:00	=2443	=False	
=17224	=1047479	=01/16/2014 07:44:50	=01/16/2014 15:44:50	=01/09/2014 08:04:47	=01/09/2014 16:04:47	=False	=False	[NULL]	=False	=2029	=136	=5060	=0	=90	=3197675	=18575	=32792	=190	=3197675	=18575	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=3534080	=20585	=25702	=136	=362895	=2200	=600985	=4785	=337315	=2010	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/16/2014 00:00:00	=2444	=False	
=17225	=1114526	=01/16/2014 07:54:32	=01/16/2014 15:54:32	=01/09/2014 08:14:47	=01/09/2014 16:14:47	=False	=False	[NULL]	=False	=2029	=135	=2860	=0	=152	=3775985	=16650	=32489	=112	=3775985	=16650	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4538765	=19410	=29736	=134	=757760	=3150	=807405	=2860	=765360	=2860	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/16/2014 00:00:00	=2444	=False	
=17226	=999946	=01/16/2014 07:57:55	=01/16/2014 15:57:55	=01/07/2014 07:26:52	=01/07/2014 15:26:52	=False	=False	[NULL]	=False	=2028	=24	=2340	=0	=125	=21875	=4750	=415	=91	=21875	=4750	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=28290	=5900	=124	=24	=9980	=1160	=5910	=2340	=6450	=1110	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/16/2014 00:00:00	=2443	=False	
=17227	=1114505	=01/16/2014 08:09:06	=01/16/2014 16:09:06	=01/09/2014 08:18:11	=01/09/2014 16:18:11	=False	=False	[NULL]	=False	=2029	=100	=2055	=0	=109	=2034555	=12555	=21087	=129	=2034555	=12555	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=2445780	=15305	=18288	=100	=392215	=3325	=224765	=1980	=412050	=2750	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/16/2014 00:00:00	=2444	=False	
=17229	=999955	=01/16/2014 08:39:25	=01/16/2014 16:39:25	=01/14/2014 07:51:04	=01/14/2014 15:51:04	=False	=False	[NULL]	=False	=2029	=0	=0	=0	=1018	=2520805	=0	=26783	=114	=2520805	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=2736240	=0	=18774	=0	=209075	=0	=649765	=0	=215155	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/16/2014 00:00:00	=2444	=False	
=17230	=1181967	=01/16/2014 09:07:30	=01/16/2014 17:07:30	=01/07/2014 08:45:42	=01/07/2014 16:45:42	=False	=False	[NULL]	=False	=2028	=33	=3400	=225	=81	=749245	=8900	=26976	=356	=749245	=8900	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1010040	=13930	=2747	=61	=256655	=4430	=478685	=3400	=249845	=4685	=2500	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/16/2014 00:00:00	=2443	=False	
=17232	=1037295	=01/16/2014 09:31:51	=01/16/2014 17:31:51	=01/10/2014 08:52:21	=01/10/2014 16:52:21	=False	=False	[NULL]	=False	=2029	=0	=0	=0	=1011	=6269880	=0	=77236	=193	=5052175	=0	=12400	=0	=1217705	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6075720	=0	=35983	=0	=1000964	=0	=1476460	=0	=1019354	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/16/2014 00:00:00	=2444	=False	
=17233	=999977	=01/16/2014 09:46:57	=01/16/2014 17:46:57	=01/10/2014 08:39:46	=01/10/2014 16:39:46	=False	=False	[NULL]	=False	=2029	=0	=0	=0	=10012	=587310	=0	=29399	=201	=-7801298	=0	=0	=0	=0	=0	=0	=0	=8388608	=0	=0	=0	=0	=0	=955795	=0	=487	=0	=495610	=0	=378720	=0	=366615	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/16/2014 00:00:00	=2444	=False	
=17236	=1146935	=01/16/2014 10:11:07	=01/16/2014 18:11:07	=01/07/2014 07:25:20	=01/07/2014 15:25:20	=False	=False	[NULL]	=False	=2029	=0	=0	=0	=1012	=1385800	=0	=23392	=227	=1385800	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1509940	=0	=10565	=0	=121705	=0	=331735	=0	=126475	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/16/2014 00:00:00	=2444	=False	
=17237	=999972	=01/16/2014 10:29:57	=01/16/2014 18:29:57	=01/14/2014 09:31:27	=01/14/2014 17:31:27	=False	=False	[NULL]	=False	=2029	=0	=0	=0	=1009	=1011925	=0	=32016	=98	=1011925	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1344710	=0	=6572	=0	=336560	=0	=350950	=0	=365475	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/16/2014 00:00:00	=2444	=False	
=17238	=999975	=01/16/2014 10:44:18	=01/16/2014 18:44:18	=01/09/2014 10:11:03	=01/09/2014 18:11:03	=False	=False	[NULL]	=False	=2029	=0	=0	=0	=1014	=222800	=0	=9016	=83	=222800	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=250415	=0	=6	=0	=26535	=0	=223280	=0	=29520	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/16/2014 00:00:00	=2444	=False	
=17240	=999987	=01/16/2014 10:58:03	=01/16/2014 18:58:03	=12/23/2013 09:24:55	=12/23/2013 17:24:55	=False	=False	[NULL]	=False	=2028	=27	=3210	=0	=86	=646450	=6050	=13633	=242	=646450	=6050	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=772555	=8180	=3983	=27	=173550	=2270	=200705	=3210	=128285	=2130	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/16/2014 00:00:00	=2443	=False	
=17241	=999989	=01/16/2014 11:15:07	=01/16/2014 19:15:07	=01/09/2014 09:21:11	=01/09/2014 17:21:11	=False	=False	[NULL]	=False	=2028	=37	=3325	=0	=100	=694965	=7050	=20876	=282	=694965	=7050	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=899080	=9855	=4140	=37	=205275	=2855	=279805	=3300	=204705	=2805	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/16/2014 00:00:00	=2443	=False	
=17242	=999948	=01/16/2014 11:20:30	=01/16/2014 19:20:30	=01/13/2014 10:34:12	=01/13/2014 18:34:12	=False	=False	[NULL]	=False	=2029	=0	=0	=0	=1005	=635055	=0	=10506	=199	=635055	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=759930	=0	=4252	=0	=150240	=0	=184490	=0	=119785	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/16/2014 00:00:00	=2444	=False	
=17245	=1157751	=01/16/2014 12:36:40	=01/16/2014 20:36:40	=01/13/2014 13:35:50	=01/13/2014 21:35:50	=False	=False	[NULL]	=False	=2029	=127	=1525	=0	=146	=2809495	=13860	=32017	=153	=2809495	=13860	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=3170430	=15480	=24434	=127	=340530	=1255	=386500	=1525	=361210	=1620	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/16/2014 00:00:00	=2444	=False	
=17247	=1157779	=01/16/2014 13:10:52	=01/16/2014 21:10:52	=01/10/2014 13:43:40	=01/10/2014 21:43:40	=False	=False	[NULL]	=False	=2029	=158	=820	=0	=120	=4294290	=15505	=47970	=175	=4294290	=15505	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5521250	=19570	=43358	=160	=1011065	=2750	=174385	=820	=1227245	=4065	=200	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/16/2014 00:00:00	=2444	=False	
=17248	=1157801	=01/16/2014 13:42:42	=01/16/2014 21:42:42	=01/13/2014 13:55:03	=01/13/2014 21:55:03	=False	=False	[NULL]	=False	=2029	=148	=2500	=0	=113	=4857775	=17130	=55348	=198	=4857775	=17130	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5529315	=19545	=43026	=148	=673105	=2395	=553610	=2350	=672530	=2415	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/16/2014 00:00:00	=2444	=False	
=17250	=999976	=01/17/2014 07:02:36	=01/17/2014 15:02:36	=01/13/2014 07:27:21	=01/13/2014 15:27:21	=False	=False	[NULL]	=False	=2030	=0	=0	=0	[NULL]	=213300	=0	=11114	=53	=213300	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=232150	=0	=1510	=0	=35555	=0	=45595	=0	=17360	=0	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/17/2014 00:00:00	=2446	=False	
=17252	=999988	=01/17/2014 09:58:35	=01/17/2014 17:58:35	=12/26/2013 07:27:52	=12/26/2013 15:27:52	=False	=False	[NULL]	=False	=2031	=22	=1665	=0	[NULL]	=363860	=3975	=9751	=159	=363860	=3975	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=504160	=5750	=2312	=22	=141360	=1910	=131600	=1640	=140350	=1775	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/17/2014 00:00:00	=2445	=False	
=17256	=1014674	=01/17/2014 11:58:34	=01/17/2014 19:58:34	=01/14/2014 13:05:40	=01/14/2014 21:05:40	=False	=False	[NULL]	=False	=2030	=161	=485	=0	=82	=8486270	=16635	=120054	=186	=8486270	=16635	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=11940965	=20815	=83736	=177	=3087505	=2640	=479860	=475	=3455770	=4180	=1700	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/17/2014 00:00:00	=2446	=False	
=17258	=1137203	=01/17/2014 12:41:45	=01/17/2014 20:41:45	=01/03/2014 08:20:12	=01/03/2014 16:20:12	=False	=False	[NULL]	=False	=2031	=39	=300	=0	=116	=8563195	=4215	=136403	=44	=8563195	=4215	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=13088405	=4700	=89707	=39	=3661865	=500	=455840	=300	=4530770	=485	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/17/2014 00:00:00	=2445	=False	
=17259	=1182033	=01/17/2014 12:58:56	=01/17/2014 20:58:56	=01/07/2014 09:29:50	=01/07/2014 17:29:50	=False	=False	[NULL]	=False	=2031	=22	=2550	=0	=140	=795940	=4550	=18463	=182	=795940	=4550	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=939365	=6420	=5265	=22	=150565	=1695	=262300	=2525	=146435	=1870	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/17/2014 00:00:00	=2445	=False	
=17260	=1181455	=01/17/2014 13:00:02	=01/17/2014 21:00:02	=12/26/2013 09:09:08	=12/26/2013 17:09:08	=False	=False	[NULL]	=False	=2030	=27	=925	=0	=111	=122885	=3430	=3511	=98	=122885	=3430	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=182535	=6295	=726	=27	=59900	=2670	=50035	=925	=56895	=2785	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/17/2014 00:00:00	=2446	=False	
=17262	=1180284	=01/17/2014 13:23:39	=01/17/2014 21:23:39	=01/10/2014 10:55:50	=01/10/2014 18:55:50	=False	=False	[NULL]	=False	=2030	=55	=1690	=0	=143	=676080	=6780	=19447	=195	=676080	=6780	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=0	=1033945	=11035	=4447	=54	=351110	=3870	=238135	=1765	=358185	=4255	=0	=0	=0	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=01/17/2014 00:00:00	=2446	=False	
