TaxCommissionPeriodId	MachineId	CommissionPlanDetailId	IsNoCommission	RestockId	TaxCommissionRuleId	ItemId	SalesQuantity	AllocatedSalesAmountInCents	AdjustedAllocatedSalesAmountInCents	TaxAmountInCents	DepositAmountInCents	AllocatedRefundAmountInCents	AllocatedCashlessAmountInCents	AllocatedDoNotDeductCashlessAmountInCents	UnitCostInCents	CommissionAmountInCents	AllocatedGuaranteeAmountInCents	
=1	=1180283	=75	=False	=16728	=345	=299	=1	=86	=86.00000	=9.00000	=0	=0	=0.00000	=0.00000	=0.00000	=1.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=310	=3	=172	=172.00000	=15.00000	=0	=0	=0.00000	=0.00000	=0.00000	=3.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=318	=5	=285	=285.00000	=23.00000	=0	=0	=0.00000	=0.00000	=0.00000	=5.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=319	=7	=400	=400.00000	=33.00000	=0	=0	=0.00000	=0.00000	=0.00000	=7.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=350	=4	=286	=286.00000	=24.00000	=0	=0	=0.00000	=0.00000	=0.00000	=5.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=351	=5	=357	=357.00000	=30.00000	=0	=0	=0.00000	=0.00000	=0.00000	=7.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=352	=2	=143	=143.00000	=12.00000	=0	=0	=0.00000	=0.00000	=0.00000	=3.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=356	=3	=186	=186.00000	=16.00000	=0	=0	=0.00000	=0.00000	=0.00000	=4.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=357	=8	=457	=457.00000	=38.00000	=0	=0	=0.00000	=0.00000	=0.00000	=8.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=377	=2	=124	=124.00000	=13.00000	=0	=0	=0.00000	=0.00000	=0.00000	=2.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=381	=1	=62	=62.00000	=6.00000	=0	=0	=0.00000	=0.00000	=0.00000	=1.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=382	=2	=171	=171.00000	=14.00000	=0	=0	=0.00000	=0.00000	=0.00000	=4.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=384	=1	=86	=86.00000	=8.00000	=0	=0	=0.00000	=0.00000	=0.00000	=2.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=385	=9	=771	=771.00000	=64.00000	=0	=0	=0.00000	=0.00000	=0.00000	=15.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=395	=9	=772	=772.00000	=64.00000	=0	=0	=0.00000	=0.00000	=0.00000	=14.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=423	=2	=124	=124.00000	=10.00000	=0	=0	=0.00000	=0.00000	=0.00000	=2.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=426	=1	=62	=62.00000	=6.00000	=0	=0	=0.00000	=0.00000	=0.00000	=1.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=441	=2	=143	=143.00000	=12.00000	=0	=0	=0.00000	=0.00000	=0.00000	=3.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=456	=6	=343	=343.00000	=29.00000	=0	=0	=0.00000	=0.00000	=0.00000	=6.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=498	=4	=305	=305.00000	=26.00000	=0	=0	=0.00000	=0.00000	=0.00000	=5.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=527	=8	=609	=609.00000	=51.00000	=0	=0	=0.00000	=0.00000	=0.00000	=11.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=590	=1	=62	=62.00000	=7.00000	=0	=0	=0.00000	=0.00000	=0.00000	=2.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=604	=1	=86	=86.00000	=7.00000	=0	=0	=0.00000	=0.00000	=0.00000	=2.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=611	=3	=185	=185.00000	=16.00000	=0	=0	=0.00000	=0.00000	=0.00000	=3.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=671	=2	=143	=143.00000	=12.00000	=0	=0	=0.00000	=0.00000	=0.00000	=2.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=682	=3	=257	=257.00000	=26.00000	=0	=0	=0.00000	=0.00000	=0.00000	=5.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=899	=10	=619	=619.00000	=52.00000	=0	=0	=0.00000	=0.00000	=0.00000	=12.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=905	=12	=1029	=1029.00000	=85.00000	=0	=0	=0.00000	=0.00000	=0.00000	=19.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=980	=7	=533	=533.00000	=44.00000	=0	=0	=0.00000	=0.00000	=0.00000	=10.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=995	=1	=85	=85.00000	=8.00000	=0	=0	=0.00000	=0.00000	=0.00000	=1.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=1006	=6	=372	=372.00000	=31.00000	=0	=0	=0.00000	=0.00000	=0.00000	=6.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=1010	=4	=248	=248.00000	=21.00000	=0	=0	=0.00000	=0.00000	=0.00000	=4.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=1027	=3	=186	=186.00000	=16.00000	=0	=0	=0.00000	=0.00000	=0.00000	=3.00000	=0.00000	
=1	=1180283	=75	=False	=16728	=345	=1075	=8	=610	=610.00000	=50.00000	=0	=0	=0.00000	=0.00000	=0.00000	=11.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=280	=1	=88	=88.00000	=9.00000	=0	=0	=0.00000	=0.00000	=0.00000	=1.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=282	=1	=89	=89.00000	=9.00000	=0	=0	=0.00000	=0.00000	=0.00000	=2.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=286	=3	=264	=264.00000	=26.00000	=0	=0	=0.00000	=0.00000	=0.00000	=5.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=289	=1	=88	=88.00000	=9.00000	=0	=0	=0.00000	=0.00000	=0.00000	=2.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=292	=2	=177	=177.00000	=18.00000	=0	=0	=0.00000	=0.00000	=0.00000	=3.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=299	=1	=88	=88.00000	=9.00000	=0	=0	=0.00000	=0.00000	=0.00000	=1.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=310	=1	=59	=59.00000	=5.00000	=0	=0	=0.00000	=0.00000	=0.00000	=1.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=318	=4	=235	=235.00000	=19.00000	=0	=0	=0.00000	=0.00000	=0.00000	=5.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=319	=6	=353	=353.00000	=29.00000	=0	=0	=0.00000	=0.00000	=0.00000	=6.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=350	=6	=441	=441.00000	=37.00000	=0	=0	=0.00000	=0.00000	=0.00000	=8.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=351	=4	=294	=294.00000	=24.00000	=0	=0	=0.00000	=0.00000	=0.00000	=5.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=356	=2	=127	=127.00000	=11.00000	=0	=0	=0.00000	=0.00000	=0.00000	=2.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=357	=4	=235	=235.00000	=20.00000	=0	=0	=0.00000	=0.00000	=0.00000	=5.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=376	=1	=64	=64.00000	=6.00000	=0	=0	=0.00000	=0.00000	=0.00000	=1.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=377	=2	=127	=127.00000	=13.00000	=0	=0	=0.00000	=0.00000	=0.00000	=3.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=381	=1	=64	=64.00000	=7.00000	=0	=0	=0.00000	=0.00000	=0.00000	=1.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=385	=2	=176	=176.00000	=14.00000	=0	=0	=0.00000	=0.00000	=0.00000	=3.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=395	=4	=352	=352.00000	=30.00000	=0	=0	=0.00000	=0.00000	=0.00000	=6.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=426	=2	=128	=128.00000	=11.00000	=0	=0	=0.00000	=0.00000	=0.00000	=3.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=441	=5	=367	=367.00000	=31.00000	=0	=0	=0.00000	=0.00000	=0.00000	=7.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=456	=3	=176	=176.00000	=15.00000	=0	=0	=0.00000	=0.00000	=0.00000	=3.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=498	=4	=313	=313.00000	=26.00000	=0	=0	=0.00000	=0.00000	=0.00000	=6.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=527	=8	=627	=627.00000	=52.00000	=0	=0	=0.00000	=0.00000	=0.00000	=12.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=590	=2	=127	=127.00000	=13.00000	=0	=0	=0.00000	=0.00000	=0.00000	=2.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=611	=3	=191	=191.00000	=16.00000	=0	=0	=0.00000	=0.00000	=0.00000	=4.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=671	=1	=73	=73.00000	=6.00000	=0	=0	=0.00000	=0.00000	=0.00000	=1.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=682	=4	=353	=353.00000	=36.00000	=0	=0	=0.00000	=0.00000	=0.00000	=7.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=757	=3	=264	=264.00000	=22.00000	=0	=0	=0.00000	=0.00000	=0.00000	=4.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=892	=4	=352	=352.00000	=29.00000	=0	=0	=0.00000	=0.00000	=0.00000	=7.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=899	=9	=573	=573.00000	=48.00000	=0	=0	=0.00000	=0.00000	=0.00000	=11.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=905	=1	=88	=88.00000	=7.00000	=0	=0	=0.00000	=0.00000	=0.00000	=2.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=972	=11	=969	=969.00000	=80.00000	=0	=0	=0.00000	=0.00000	=0.00000	=18.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=980	=7	=548	=548.00000	=46.00000	=0	=0	=0.00000	=0.00000	=0.00000	=10.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=981	=12	=881	=881.00000	=73.00000	=0	=0	=0.00000	=0.00000	=0.00000	=16.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=1006	=2	=127	=127.00000	=11.00000	=0	=0	=0.00000	=0.00000	=0.00000	=2.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=1010	=5	=319	=319.00000	=26.00000	=0	=0	=0.00000	=0.00000	=0.00000	=6.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=1027	=1	=63	=63.00000	=5.00000	=0	=0	=0.00000	=0.00000	=0.00000	=1.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=1075	=3	=235	=235.00000	=19.00000	=0	=0	=0.00000	=0.00000	=0.00000	=4.00000	=0.00000	
=1	=1180283	=75	=False	=16842	=345	=1076	=5	=440	=440.00000	=37.00000	=0	=0	=0.00000	=0.00000	=0.00000	=8.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=58	=329	=2	=80	=80.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-80.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=58	=441	=2	=70	=70.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-80.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=58	=498	=2	=80	=80.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-80.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=58	=528	=2	=80	=80.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-80.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=58	=686	=2	=70	=70.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-80.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=58	=980	=2	=80	=80.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-80.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=58	=981	=4	=140	=140.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-160.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=59	=281	=2	=70	=70.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-60.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=59	=309	=2	=60	=60.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-60.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=59	=316	=1	=30	=30.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-30.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=59	=327	=1	=30	=30.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-30.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=59	=330	=2	=60	=60.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-60.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=59	=409	=1	=35	=35.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-30.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=59	=423	=3	=105	=105.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-90.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=59	=594	=4	=120	=120.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-120.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=59	=899	=1	=35	=35.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-30.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=59	=1010	=1	=35	=35.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-30.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=59	=1013	=1	=35	=35.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-30.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=60	=282	=1	=35	=35.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-55.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=60	=284	=1	=35	=35.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-55.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=60	=382	=1	=35	=35.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-55.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=60	=757	=1	=35	=35.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-55.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=60	=905	=3	=105	=105.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-165.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=60	=995	=1	=35	=35.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-55.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=60	=996	=3	=105	=105.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-165.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=61	=376	=5	=150	=150.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-175.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=61	=377	=2	=60	=60.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=1180284	=30	=False	=16180	=61	=590	=1	=30	=30.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-35.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=58	=329	=7	=280	=280.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-280.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=58	=350	=15	=525	=525.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-600.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=58	=351	=2	=70	=70.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-80.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=58	=441	=4	=140	=140.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-160.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=58	=480	=5	=200	=200.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-200.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=58	=498	=5	=200	=200.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-200.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=58	=528	=10	=400	=400.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-400.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=58	=686	=3	=105	=105.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-120.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=58	=980	=7	=280	=280.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-280.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=58	=981	=3	=105	=105.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-120.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=59	=281	=5	=175	=175.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-150.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=59	=309	=5	=150	=150.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-150.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=59	=316	=1	=30	=30.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-30.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=59	=319	=1	=30	=30.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-30.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=59	=324	=1	=30	=30.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-30.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=59	=330	=5	=150	=150.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-150.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=59	=356	=6	=210	=210.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-180.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=59	=409	=4	=140	=140.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-120.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=59	=423	=8	=280	=280.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-240.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=59	=594	=10	=300	=300.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-300.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=59	=618	=1	=35	=35.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-30.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=59	=619	=1	=30	=30.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-30.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=59	=899	=8	=280	=280.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-240.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=59	=992	=2	=70	=70.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-60.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=59	=1010	=5	=175	=175.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-150.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=59	=1013	=6	=210	=210.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-180.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=60	=280	=2	=70	=70.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-110.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=60	=282	=2	=70	=70.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-110.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=60	=283	=2	=70	=70.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-110.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=60	=285	=2	=70	=70.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-110.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=60	=286	=2	=70	=70.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-110.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=60	=289	=1	=35	=35.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-55.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=60	=382	=7	=245	=245.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-385.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=60	=385	=7	=245	=245.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-385.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=60	=389	=3	=105	=105.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-165.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=60	=400	=1	=35	=35.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-55.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=60	=427	=6	=210	=210.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-330.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=60	=757	=5	=175	=175.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-275.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=60	=905	=4	=140	=140.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-220.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=60	=995	=1	=35	=35.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-55.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=60	=996	=5	=175	=175.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-275.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=61	=376	=2	=60	=60.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-70.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=61	=380	=3	=90	=90.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-105.00000	=0.00000	
=1	=1180284	=30	=False	=16329	=61	=589	=1	=30	=30.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-35.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=58	=329	=3	=120	=120.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-120.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=58	=350	=12	=420	=420.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-480.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=58	=351	=5	=175	=175.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-200.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=58	=441	=2	=70	=70.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-80.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=58	=480	=7	=280	=280.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-280.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=58	=498	=4	=160	=160.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-160.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=58	=528	=8	=320	=320.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-320.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=58	=686	=6	=210	=210.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-240.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=58	=980	=5	=200	=200.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-200.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=58	=981	=3	=105	=105.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-120.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=59	=281	=7	=245	=245.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-210.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=59	=309	=3	=90	=90.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-90.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=59	=324	=4	=120	=120.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-120.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=59	=330	=7	=210	=210.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-210.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=59	=356	=3	=105	=105.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-90.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=59	=409	=4	=140	=140.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-120.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=59	=423	=4	=140	=140.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-120.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=59	=594	=7	=210	=210.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-210.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=59	=619	=10	=300	=300.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-300.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=59	=899	=7	=245	=245.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-210.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=59	=992	=1	=35	=35.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-30.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=59	=1010	=2	=70	=70.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-60.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=59	=1013	=3	=105	=105.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-90.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=59	=1015	=1	=35	=35.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-30.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=60	=282	=1	=35	=35.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-55.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=60	=283	=2	=70	=70.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-110.00000	=0.00000	
=1	=1180284	=30	=False	=16443	=60	=285	=2	=70	=70.00000	=0.00000	=0	=0	=0.00000	=0.00000	=0.00000	=-110.00000	=0.00000	
