TaxCommissionPeriodId	MachineId	RestockId	ItemId	TaxCommissionRuleId	CalculatedCommissionAdjustmentRestockItemAllocatedAmountInCents	CommissionAdjustmentTaxCommissionPeriodId	CommissionAdjustmentMachineId	CommissionAdjustmentAmountInCents	CommissionAdjustmentEffectiveDate	CommissionAdjustmentCreatedBy	CommissionAdjustmentReason	
=1	=1114505	=16625	=761	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=899	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=930	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=954	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=980	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=981	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=997	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16625	=1015	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=282	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=286	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=291	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=329	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=343	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=352	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=376	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=380	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=389	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=395	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=400	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=407	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=421	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=423	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=441	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=467	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=498	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=527	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=528	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=543	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=611	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=637	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=686	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=761	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=899	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=954	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=980	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=981	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=997	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=1015	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16746	=1028	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=282	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=286	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=291	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=329	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=376	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=377	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=380	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=389	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=395	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=400	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=423	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=441	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=467	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=480	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=498	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=527	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=528	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=543	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=611	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=678	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=686	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=761	=318	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=899	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=954	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=981	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=1006	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=1015	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114505	=16853	=1028	=317	=0.00000	=1	=1114505	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16217	=458	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16217	=570	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16217	=571	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16217	=572	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16217	=573	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16217	=575	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16217	=577	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16217	=718	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16341	=458	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16341	=570	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16341	=571	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16341	=572	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16341	=573	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16341	=575	=317	=1.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16341	=577	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16341	=718	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16450	=458	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16450	=570	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16450	=571	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16450	=572	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16450	=573	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16450	=575	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16450	=577	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16450	=718	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16624	=458	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16624	=570	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16624	=571	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16624	=572	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16624	=573	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16624	=575	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16624	=577	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16624	=718	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16744	=458	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16744	=570	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16744	=571	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16744	=572	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16744	=573	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16744	=575	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16744	=577	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16744	=718	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16852	=458	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16852	=570	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16852	=571	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16852	=572	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16852	=573	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16852	=575	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16852	=577	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1114526	=16852	=718	=317	=0.00000	=1	=1114526	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=281	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=282	=318	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=283	=318	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=285	=318	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=286	=318	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=329	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=347	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=351	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=353	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=356	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=377	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=387	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=395	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=414	=317	=1.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=421	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=480	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=481	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=527	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=543	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=590	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=637	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=678	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=746	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=752	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=761	=318	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=904	=318	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=954	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16476	=980	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=281	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=282	=318	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=283	=318	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=286	=318	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=329	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=347	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=350	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=351	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=353	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=356	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=377	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=383	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=395	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=412	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=414	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=480	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=481	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=527	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=528	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=589	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=637	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=678	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=746	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=761	=318	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=899	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=904	=318	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1137203	=16792	=954	=317	=0.00000	=1	=1137203	=1.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16189	=247	=324	=-80.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16189	=248	=324	=-75.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16189	=252	=324	=-86.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16189	=264	=324	=-81.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16189	=593	=325	=-16.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16275	=247	=324	=-81.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16275	=248	=324	=-79.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16275	=252	=324	=-85.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16275	=264	=324	=-82.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16275	=593	=325	=-32.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16358	=247	=324	=-80.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16358	=248	=324	=-75.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16358	=264	=324	=-83.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16358	=593	=325	=-33.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16424	=247	=324	=-83.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16424	=248	=324	=-78.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16424	=264	=324	=-79.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16424	=593	=325	=-8.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16496	=247	=324	=-84.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16496	=248	=324	=-81.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16496	=252	=324	=-86.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16496	=264	=324	=-82.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16496	=593	=325	=-42.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16612	=247	=324	=-81.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16612	=248	=324	=-73.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16612	=252	=324	=-87.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16612	=264	=324	=-82.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16612	=593	=325	=0.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16695	=247	=324	=-81.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16695	=248	=324	=-76.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16695	=252	=324	=-86.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16695	=264	=324	=-84.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16695	=593	=325	=-10.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16801	=247	=324	=-81.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16801	=248	=324	=-78.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16801	=252	=324	=-85.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16801	=264	=324	=-83.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16801	=593	=325	=-10.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16867	=247	=324	=-75.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16867	=248	=324	=-82.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16867	=252	=324	=-82.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16867	=264	=324	=-81.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1142313	=16867	=593	=325	=-10.00000	=1	=1142313	=-2918.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1146935	=16254	=247	=324	=-67.00000	=1	=1146935	=-2016.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1146935	=16254	=249	=324	=-73.00000	=1	=1146935	=-2016.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1146935	=16254	=264	=324	=-85.00000	=1	=1146935	=-2016.00000	=12/31/2013 00:00:00	=test@test.com	=test	
=1	=1146935	=16254	=269	=324	=-91.00000	=1	=1146935	=-2016.00000	=12/31/2013 00:00:00	=test@test.com	=test	
