Id	CanteenDownloadRequestId	MachineId	SelectionName	ProductId	Need	ExtraSystem	Extra	
=25959	=163	=1496724	=D5	=137	=5	=0	[NULL]	
=25960	=163	=1496724	=D6	=1149	=0	=0	[NULL]	
=25961	=163	=1496724	=D7	=132	=1	=0	[NULL]	
=25962	=163	=1496724	=D8	=132	=0	=0	[NULL]	
=25963	=163	=1496724	=D9	=132	=1	=0	[NULL]	
=25964	=163	=1496724	=E1	=32	=0	=0	[NULL]	
=25965	=163	=1496724	=E2	=32	=1	=0	[NULL]	
=25966	=163	=1496724	=E3	=32	=1	=0	[NULL]	
=25967	=163	=1496724	=E4	=32	=0	=0	[NULL]	
=25968	=163	=1496724	=E5	=19	=2	=0	[NULL]	
=25969	=163	=1496724	=E6	=21	=3	=0	[NULL]	
=25970	=163	=1496724	=E7	=19	=3	=0	[NULL]	
=25971	=163	=1496724	=E8	=29	=0	=0	[NULL]	
=25972	=163	=1496724	=E9	=29	=0	=0	[NULL]	
=25973	=163	=1613531	=110	=355	=8	=0	=0	
=25974	=163	=1613531	=112	=365	=6	=1	=1	
=25975	=163	=1613531	=114	=367	=8	=0	=0	
=25976	=163	=1613531	=116	=383	=5	=0	=0	
=25977	=163	=1613531	=118	=402	=6	=0	=0	
=25978	=163	=1613531	=120	=948	=2	=0	=0	
=25979	=163	=1613531	=122	=1003	=5	=0	=0	
=25980	=163	=1613531	=124	=593	=3	=0	=0	
=25981	=163	=1613531	=126	=366	=5	=0	=0	
=25982	=163	=1613531	=128	=1008	=10	=0	=0	
=25983	=163	=1613531	=130	=752	=5	=0	=0	
=25984	=163	=1613531	=132	=356	=6	=0	=0	
=25985	=163	=1613531	=134	=1013	=3	=0	=0	
=25986	=163	=1613531	=136	=8200	=10	=0	=0	
=25987	=163	=1613531	=138	=476	=3	=0	=0	
=25988	=163	=1613531	=140	=4603	=9	=0	=0	
=25989	=163	=1613531	=142	=1139	=0	=0	[NULL]	
=25990	=163	=1613531	=144	=1147	=11	=0	=0	
=25991	=163	=1613531	=146	=453	=12	=0	=0	
=25992	=163	=1613531	=148	=488	=2	=0	=0	
=25993	=163	=1613531	=150	=5147	=6	=0	=0	
=25994	=163	=1613531	=151	=465	=11	=0	=0	
=25995	=163	=1613531	=152	=1633	=3	=0	=0	
=25996	=163	=1613531	=153	=190	=5	=0	=0	
=25997	=163	=1613531	=154	=223	=7	=0	=0	
=25998	=163	=1613531	=155	=994	=6	=1	=1	
=25999	=163	=1613531	=156	=240	=5	=0	=0	
=26000	=163	=1613531	=157	=591	=6	=0	=0	
=26001	=163	=1613531	=158	=7375	=6	=0	=0	
=26002	=163	=1613531	=159	=213	=5	=0	=0	
=26003	=163	=1613531	=160	=1237	=9	=0	=0	
=26004	=163	=1613531	=162	=1016	=1	=0	=0	
=26005	=163	=1613531	=164	=488	=4	=0	=0	
=26006	=163	=1613531	=166	=4802	=5	=0	=0	
=26007	=163	=1613531	=168	=77	=4	=0	=0	
=26008	=163	=1615562	=1	=105	=46	=2	=2	
=26009	=163	=1615562	=2	=110	=19	=3	=3	
=26010	=163	=1615562	=3	=4949	=0	=0	[NULL]	
=26011	=163	=1615562	=4	=123	=0	=0	[NULL]	
=26012	=163	=1615562	=5	=1148	=21	=1	=1	
=26013	=163	=1615562	=6	=140	=24	=0	=0	
=26014	=163	=1615562	=7	=1149	=22	=1	=1	
=26015	=163	=1615562	=8	=111	=24	=0	=0	
=26016	=163	=1637622	=A1	=105	=0	=0	[NULL]	
=26017	=163	=1637622	=A2	=105	=0	=0	[NULL]	
=26018	=163	=1637622	=A3	=105	=0	=0	[NULL]	
=26019	=163	=1637622	=A4	=105	=0	=0	[NULL]	
=26020	=163	=1637622	=A5	=105	=0	=0	[NULL]	
=26021	=163	=1637622	=A6	=105	=0	=0	[NULL]	
=26022	=163	=1637622	=A7	=108	=2	=0	=0	
=26023	=163	=1637622	=A8	=108	=1	=0	=0	
=26024	=163	=1637622	=A9	=108	=0	=0	[NULL]	
=26025	=163	=1637622	=B1	=110	=0	=0	[NULL]	
=26026	=163	=1637622	=B2	=110	=0	=0	[NULL]	
=26027	=163	=1637622	=B3	=110	=0	=0	[NULL]	
=26028	=163	=1637622	=B4	=110	=0	=0	[NULL]	
=26029	=163	=1637622	=B5	=110	=0	=0	[NULL]	
=26030	=163	=1637622	=B6	=110	=0	=0	[NULL]	
=26031	=163	=1637622	=B7	=140	=0	=0	[NULL]	
=26032	=163	=1637622	=B8	=140	=0	=0	[NULL]	
=26033	=163	=1637622	=B9	=140	=0	=0	[NULL]	
=26034	=163	=1637622	=C1	=255	=0	=0	[NULL]	
=26035	=163	=1637622	=C2	=255	=0	=0	[NULL]	
=26036	=163	=1637622	=C3	=255	=0	=0	[NULL]	
=26037	=163	=1637622	=C4	=255	=0	=0	[NULL]	
=26038	=163	=1637622	=C5	=255	=0	=0	[NULL]	
=26039	=163	=1637622	=C6	=255	=0	=0	[NULL]	
=26040	=163	=1637622	=C7	=4949	=0	=0	[NULL]	
=26041	=163	=1637622	=C8	=4949	=1	=0	=0	
=26042	=163	=1637622	=C9	=4949	=0	=0	[NULL]	
=26043	=163	=1637622	=D1	=104	=0	=0	[NULL]	
=26044	=163	=1637622	=D2	=104	=0	=0	[NULL]	
=26045	=163	=1637622	=D3	=104	=0	=0	[NULL]	
=26046	=163	=1637622	=D4	=123	=0	=0	[NULL]	
=26047	=163	=1637622	=D5	=123	=0	=0	[NULL]	
=26048	=163	=1637622	=D6	=123	=0	=0	[NULL]	
=26049	=163	=1637622	=D7	=111	=0	=0	[NULL]	
=26050	=163	=1637622	=D8	=111	=0	=0	[NULL]	
=26051	=163	=1637622	=D9	=111	=0	=0	[NULL]	
=26052	=163	=1637622	=E1	=13	=0	=0	[NULL]	
=26053	=163	=1637622	=E2	=13	=3	=0	=0	
=26054	=163	=1637622	=E3	=13	=1	=0	=0	
=26055	=163	=1637622	=E4	=16	=1	=0	=0	
=26056	=163	=1637622	=E5	=16	=0	=0	[NULL]	
=26057	=163	=1637622	=E6	=16	=3	=0	=0	
=26058	=163	=1637622	=E7	=1149	=2	=0	=0	
=26059	=163	=1637622	=E8	=1149	=0	=0	[NULL]	
=26060	=163	=1637622	=E9	=1149	=0	=0	[NULL]	
=26061	=163	=1637623	=A1	=252	=0	=0	[NULL]	
=26062	=163	=1637623	=A2	=252	=0	=0	[NULL]	
=26063	=163	=1637623	=A3	=252	=0	=0	[NULL]	
=26064	=163	=1637623	=A4	=115	=0	=0	[NULL]	
=26065	=163	=1637623	=A5	=115	=0	=0	[NULL]	
=26066	=163	=1637623	=A6	=115	=0	=0	[NULL]	
=26067	=163	=1637623	=A7	=129	=0	=0	[NULL]	
=26068	=163	=1637623	=A8	=129	=0	=0	[NULL]	
=26069	=163	=1637623	=A9	=129	=0	=0	[NULL]	
=26070	=163	=1637623	=B1	=133	=0	=0	[NULL]	
=26071	=163	=1637623	=B2	=133	=0	=0	[NULL]	
=26072	=163	=1637623	=B3	=133	=0	=0	[NULL]	
=26073	=163	=1637623	=B4	=105	=0	=0	[NULL]	
=26074	=163	=1637623	=B5	=105	=0	=0	[NULL]	
=26075	=163	=1637623	=B6	=105	=0	=0	[NULL]	
=26076	=163	=1637623	=B7	=110	=0	=0	[NULL]	
=26077	=163	=1637623	=B8	=110	=0	=0	[NULL]	
=26078	=163	=1637623	=B9	=110	=0	=0	[NULL]	
=26079	=163	=1637623	=C1	=140	=0	=0	[NULL]	
=26080	=163	=1637623	=C2	=140	=0	=0	[NULL]	
=26081	=163	=1637623	=C3	=140	=0	=0	[NULL]	
=26082	=163	=1637623	=C4	=108	=0	=0	[NULL]	
=26083	=163	=1637623	=C5	=108	=0	=0	[NULL]	
=26084	=163	=1637623	=C6	=108	=0	=0	[NULL]	
=26085	=163	=1637623	=C7	=254	=0	=0	[NULL]	
=26086	=163	=1637623	=C8	=254	=0	=0	[NULL]	
=26087	=163	=1637623	=C9	=254	=0	=0	[NULL]	
=26088	=163	=1637623	=D1	=802	=0	=0	[NULL]	
=26089	=163	=1637623	=D2	=802	=0	=0	[NULL]	
=26090	=163	=1637623	=D3	=802	=0	=0	[NULL]	
=26091	=163	=1637623	=D4	=270	=0	=0	[NULL]	
=26092	=163	=1637623	=D5	=270	=0	=0	[NULL]	
=26093	=163	=1637623	=D6	=270	=0	=0	[NULL]	
=26094	=163	=1637623	=D7	=1497	=0	=0	[NULL]	
=26095	=163	=1637623	=D8	=1497	=0	=0	[NULL]	
=26096	=163	=1637623	=D9	=1497	=0	=0	[NULL]	
=26097	=163	=1637623	=E1	=32	=0	=0	[NULL]	
=26098	=163	=1637623	=E2	=32	=0	=0	[NULL]	
=26099	=163	=1637623	=E3	=33	=0	=0	[NULL]	
=26100	=163	=1637623	=E4	=19	=0	=0	[NULL]	
=26101	=163	=1637623	=E5	=13	=0	=0	[NULL]	
=26102	=163	=1637623	=E6	=19	=0	=0	[NULL]	
=26103	=163	=1637623	=E7	=29	=0	=0	[NULL]	
=26104	=163	=1637623	=E8	=33	=0	=0	[NULL]	
=26105	=163	=1637623	=E9	=29	=0	=0	[NULL]	
=26106	=163	=1637624	=A0	=355	=0	=0	[NULL]	
=26107	=163	=1637624	=A2	=365	=0	=0	[NULL]	
=26108	=163	=1637624	=A4	=367	=0	=0	[NULL]	
=26109	=163	=1637624	=A6	=383	=0	=0	[NULL]	
=26110	=163	=1637624	=B0	=948	=0	=0	[NULL]	
=26111	=163	=1637624	=B2	=906	=0	=0	[NULL]	
=26112	=163	=1637624	=B4	=8200	=0	=0	[NULL]	
=26113	=163	=1637624	=B6	=366	=0	=0	[NULL]	
=26114	=163	=1637624	=C0	=752	=0	=0	[NULL]	
=26115	=163	=1637624	=C2	=356	=0	=0	[NULL]	
=26116	=163	=1637624	=C4	=1013	=0	=0	[NULL]	
=26117	=163	=1637624	=C6	=1008	=0	=0	[NULL]	
=26118	=163	=1637624	=D0	=4603	=0	=0	[NULL]	
=26119	=163	=1637624	=D2	=1139	=0	=0	[NULL]	
=26120	=163	=1637624	=D4	=1147	=0	=0	[NULL]	
=26121	=163	=1637624	=D6	=453	=0	=0	[NULL]	
=26122	=163	=1637624	=E0	=5147	=0	=0	[NULL]	
=26123	=163	=1637624	=E1	=465	=0	=0	[NULL]	
=26124	=163	=1637624	=E2	=1633	=0	=0	[NULL]	
=26125	=163	=1637624	=E3	=223	=0	=0	[NULL]	
=26126	=163	=1637624	=E4	=190	=0	=0	[NULL]	
=26127	=163	=1637624	=E5	=994	=0	=0	[NULL]	
=26128	=163	=1637624	=E6	=240	=0	=0	[NULL]	
=26129	=163	=1637624	=E7	=7375	=0	=0	[NULL]	
=26130	=163	=1637624	=F0	=1237	=0	=0	[NULL]	
=26131	=163	=1637624	=F2	=4802	=0	=0	[NULL]	
=26132	=163	=1637624	=F4	=488	=0	=0	[NULL]	
=26133	=163	=1637624	=F6	=635	=0	=0	[NULL]	
=26134	=163	=1637625	=A1	=802	=8	=0	=0	
=26135	=163	=1637625	=A2	=802	=8	=0	=0	
=26136	=163	=1637625	=A3	=802	=8	=0	=0	
=26137	=163	=1637625	=A4	=270	=8	=0	=0	
=26138	=163	=1637625	=A5	=270	=7	=0	=0	
=26139	=163	=1637625	=A6	=2122	=8	=0	=0	
=26140	=163	=1637625	=A7	=660	=7	=1	=1	
=26141	=163	=1637625	=A8	=1279	=3	=0	=0	
=26142	=163	=1637625	=A9	=660	=8	=0	=0	
=26143	=163	=1637625	=B1	=133	=8	=0	=0	
=26144	=163	=1637625	=B2	=133	=8	=0	=0	
=26145	=163	=1637625	=B3	=133	=8	=0	=0	
=26146	=163	=1637625	=B4	=133	=8	=0	=0	
=26147	=163	=1637625	=B5	=133	=8	=0	=0	
=26148	=163	=1637625	=B6	=594	=8	=0	=0	
=26149	=163	=1637625	=B7	=129	=8	=0	=0	
=26150	=163	=1637625	=B8	=129	=8	=0	=0	
=26151	=163	=1637625	=B9	=129	=8	=0	=0	
=26152	=163	=1637625	=C1	=115	=8	=0	=0	
=26153	=163	=1637625	=C2	=115	=4	=1	=1	
=26154	=163	=1637625	=C3	=115	=5	=1	=1	
=26155	=163	=1637625	=C4	=115	=8	=0	=0	
=26156	=163	=1637625	=C5	=115	=6	=0	=0	
=26157	=163	=1637625	=C6	=115	=5	=0	=0	
=26158	=163	=1637625	=C7	=113	=8	=0	=0	
=26159	=163	=1637625	=C8	=113	=7	=0	=0	
=26160	=163	=1637625	=C9	=113	=8	=0	=0	
=26161	=163	=1637625	=D1	=252	=8	=0	=0	
=26162	=163	=1637625	=D2	=252	=8	=0	=0	
=26163	=163	=1637625	=D3	=252	=8	=0	=0	
=26164	=163	=1637625	=D4	=252	=6	=0	=0	
=26165	=163	=1637625	=D5	=252	=8	=0	=0	
=26166	=163	=1637625	=D6	=252	=8	=0	=0	
=26167	=163	=1637625	=D7	=654	=7	=0	=0	
=26168	=163	=1637625	=D8	=654	=6	=2	=2	
=26169	=163	=1637625	=D9	=654	=8	=0	=0	
=26170	=163	=1637625	=E1	=32	=8	=0	=0	
=26171	=163	=1637625	=E2	=32	=8	=0	=0	
=26172	=163	=1637625	=E3	=32	=8	=0	=0	
=26173	=163	=1637625	=E4	=21	=5	=0	=0	
=26174	=163	=1637625	=E5	=21	=8	=0	=0	
=26175	=163	=1637625	=E6	=21	=8	=0	=0	
=26176	=163	=1637625	=E7	=137	=8	=0	=0	
=26177	=163	=1637625	=E8	=137	=5	=0	=0	
=26178	=163	=1637625	=E9	=137	=8	=0	=0	
=26179	=163	=1637626	=110	=355	=10	=0	=0	
=26180	=163	=1637626	=112	=365	=10	=0	=0	
=26181	=163	=1637626	=114	=367	=10	=0	=0	
=26182	=163	=1637626	=116	=383	=10	=0	=0	
=26183	=163	=1637626	=118	=402	=10	=0	=0	
=26184	=163	=1637626	=120	=948	=10	=0	=0	
=26185	=163	=1637626	=122	=906	=10	=0	=0	
=26186	=163	=1637626	=124	=593	=10	=0	=0	
=26187	=163	=1637626	=126	=366	=10	=0	=0	
=26188	=163	=1637626	=128	=1008	=10	=0	=0	
=26189	=163	=1637626	=130	=752	=10	=0	=0	
=26190	=163	=1637626	=132	=356	=12	=0	=0	
=26191	=163	=1637626	=134	=1013	=10	=0	=0	
=26192	=163	=1637626	=136	=379	=10	=0	=0	
=26193	=163	=1637626	=138	=8200	=10	=0	=0	
=26194	=163	=1637626	=140	=4603	=12	=0	=0	
=26195	=163	=1637626	=142	=1139	=12	=0	=0	
=26196	=163	=1637626	=144	=1147	=15	=0	=0	
=26197	=163	=1637626	=146	=453	=12	=0	=0	
=26198	=163	=1637626	=148	=635	=12	=0	=0	
=26199	=163	=1637626	=150	=5147	=18	=0	=0	
=26200	=163	=1637626	=151	=465	=18	=0	=0	
=26201	=163	=1637626	=152	=1633	=18	=0	=0	
=26202	=163	=1637626	=153	=223	=10	=0	=0	
=26203	=163	=1637626	=154	=190	=18	=0	=0	
=26204	=163	=1637626	=155	=994	=18	=0	=0	
=26205	=163	=1637626	=156	=469	=18	=0	=0	
=26206	=163	=1637626	=157	=591	=18	=0	=0	
=26207	=163	=1637626	=158	=7375	=15	=0	=0	
=26208	=163	=1637626	=159	=213	=15	=0	=0	
=26209	=163	=1637626	=160	=453	=12	=0	=0	
=26210	=163	=1637626	=162	=83	=12	=0	=0	
=26211	=163	=1637626	=164	=488	=12	=0	=0	
=26212	=163	=1637626	=166	=4802	=12	=0	=0	
=26213	=163	=1637626	=168	=77	=15	=0	=0	
=26214	=163	=1746183	=A1	=500	=3	=0	[NULL]	
=26215	=163	=1746183	=A2	=500	=5	=0	[NULL]	
=26216	=163	=1746183	=A3	=500	=4	=0	[NULL]	
=26217	=163	=1746183	=A4	=499	=4	=0	[NULL]	
=26218	=163	=1746183	=A5	=499	=5	=0	[NULL]	
=26219	=163	=1746183	=A6	=499	=5	=0	[NULL]	
=26220	=163	=1746183	=A7	=105	=8	=0	[NULL]	
=26221	=163	=1746183	=A8	=105	=8	=0	[NULL]	
=26222	=163	=1746183	=A9	=105	=8	=0	[NULL]	
=26223	=163	=1746183	=B1	=110	=8	=0	[NULL]	
=26224	=163	=1746183	=B2	=110	=8	=0	[NULL]	
=26225	=163	=1746183	=B3	=110	=8	=0	[NULL]	
=26226	=163	=1746183	=B4	=255	=8	=0	[NULL]	
=26227	=163	=1746183	=B5	=255	=8	=0	[NULL]	
=26228	=163	=1746183	=B6	=255	=8	=0	[NULL]	
=26229	=163	=1746183	=B7	=108	=8	=0	[NULL]	
=26230	=163	=1746183	=B8	=108	=4	=0	[NULL]	
=26231	=163	=1746183	=B9	=108	=1	=0	[NULL]	
=26232	=163	=1746183	=C1	=123	=5	=0	[NULL]	
=26233	=163	=1746183	=C2	=123	=7	=0	[NULL]	
=26234	=163	=1746183	=C3	=123	=7	=0	[NULL]	
=26235	=163	=1746183	=C4	=140	=8	=0	[NULL]	
=26236	=163	=1746183	=C5	=140	=7	=0	[NULL]	
=26237	=163	=1746183	=C6	=140	=5	=0	[NULL]	
=26238	=163	=1746183	=C7	=104	=8	=0	[NULL]	
=26239	=163	=1746183	=C8	=104	=8	=0	[NULL]	
=26240	=163	=1746183	=C9	=104	=8	=0	[NULL]	
=26241	=163	=1746183	=D1	=1149	=8	=0	[NULL]	
=26242	=163	=1746183	=D2	=1149	=8	=0	[NULL]	
=26243	=163	=1746183	=D3	=1149	=6	=0	[NULL]	
=26244	=163	=1746183	=D4	=111	=8	=0	[NULL]	
=26245	=163	=1746183	=D5	=111	=8	=0	[NULL]	
=26246	=163	=1746183	=D6	=111	=8	=0	[NULL]	
=26247	=163	=1746183	=D7	=4949	=8	=0	[NULL]	
=26248	=163	=1746183	=D8	=4949	=8	=0	[NULL]	
=26249	=163	=1746183	=D9	=4949	=0	=0	[NULL]	
=26250	=163	=1746183	=E1	=611	=8	=0	[NULL]	
=26251	=163	=1746183	=E2	=611	=8	=0	[NULL]	
=26252	=163	=1746183	=E3	=611	=6	=0	[NULL]	
=26253	=163	=1746183	=E4	=270	=7	=0	[NULL]	
=26254	=163	=1746183	=E5	=802	=8	=0	[NULL]	
=26255	=163	=1746183	=E6	=802	=8	=0	[NULL]	
=26256	=163	=1746183	=E7	=649	=8	=0	[NULL]	
=26257	=163	=1746183	=E8	=649	=8	=0	[NULL]	
=26258	=163	=1746183	=E9	=649	=5	=0	[NULL]	
=26259	=163	=1746184	=110	=355	=9	=0	[NULL]	
=26260	=163	=1746184	=111	=365	=8	=0	[NULL]	
=26261	=163	=1746184	=112	=367	=10	=0	[NULL]	
=26262	=163	=1746184	=113	=383	=4	=0	[NULL]	
=26263	=163	=1746184	=114	=402	=10	=0	[NULL]	
=26264	=163	=1746184	=120	=948	=10	=0	[NULL]	
=26265	=163	=1746184	=121	=906	=10	=0	[NULL]	
=26266	=163	=1746184	=122	=752	=10	=0	[NULL]	
=26267	=163	=1746184	=123	=366	=10	=0	[NULL]	
=26268	=163	=1746184	=124	=1026	=10	=0	[NULL]	
=26269	=163	=1746184	=130	=752	=10	=0	[NULL]	
=26270	=163	=1746184	=131	=356	=10	=0	[NULL]	
=26271	=163	=1746184	=132	=1013	=10	=0	[NULL]	
=26272	=163	=1746184	=133	=379	=10	=0	[NULL]	
=26273	=163	=1746184	=134	=1013	=10	=0	[NULL]	
=26274	=163	=1746184	=140	=8200	=10	=0	[NULL]	
=26275	=163	=1746184	=141	=1704	=12	=0	[NULL]	
=26276	=163	=1746184	=142	=1147	=8	=0	[NULL]	
=26277	=163	=1746184	=143	=453	=5	=0	[NULL]	
=26278	=163	=1746184	=144	=635	=6	=0	[NULL]	
=26279	=163	=1746184	=150	=5147	=14	=0	[NULL]	
=26280	=163	=1746184	=151	=465	=18	=0	[NULL]	
=26281	=163	=1746184	=152	=1633	=18	=0	[NULL]	
=26282	=163	=1746184	=153	=223	=9	=0	[NULL]	
=26283	=163	=1746184	=154	=190	=6	=0	[NULL]	
=26284	=163	=1746184	=155	=994	=12	=0	[NULL]	
=26285	=163	=1746184	=156	=469	=9	=0	[NULL]	
=26286	=163	=1746184	=157	=591	=18	=0	[NULL]	
=26287	=163	=1746184	=158	=7375	=13	=0	[NULL]	
=26288	=163	=1746184	=159	=213	=6	=0	[NULL]	
=26289	=163	=1746184	=160	=1016	=12	=0	[NULL]	
=26290	=163	=1746184	=161	=737	=12	=0	[NULL]	
=26291	=163	=1746184	=162	=488	=12	=0	[NULL]	
=26292	=163	=1746184	=163	=3105	=8	=0	[NULL]	
=26293	=163	=1746184	=164	=77	=8	=0	[NULL]	
=26294	=163	=383976	=A1	=8725	=1	=0	=0	
=26295	=163	=383976	=A2	=365	=1	=0	=0	
=26296	=163	=383976	=A3	=367	=8	=0	=0	
=26297	=163	=383976	=A4	=906	=8	=0	=0	
=26298	=163	=383976	=A5	=396	=0	=0	[NULL]	
=26299	=163	=383976	=B1	=383	=8	=0	=0	
=26300	=163	=383976	=B2	=8200	=8	=0	=0	
=26301	=163	=383976	=B3	=752	=9	=0	=0	
=26302	=163	=383976	=B4	=1961	=8	=0	=0	
=26303	=163	=383976	=B5	=402	=8	=0	=0	
=26304	=163	=383976	=C1	=1013	=8	=0	=0	
=26305	=163	=383976	=C2	=367	=0	=0	[NULL]	
=26306	=163	=383976	=C3	=593	=0	=0	[NULL]	
=26307	=163	=383976	=C4	=355	=8	=0	=0	
=26308	=163	=383976	=C5	=948	=0	=0	[NULL]	
=26309	=163	=383976	=D1	=4603	=0	=0	[NULL]	
=26310	=163	=383976	=D2	=1139	=9	=0	=0	
=26311	=163	=383976	=D3	=488	=0	=0	[NULL]	
=26312	=163	=383976	=D4	=1961	=9	=0	=0	
=26313	=163	=383976	=D5	=3105	=9	=0	=0	
=26314	=163	=383976	=E1	=1016	=9	=0	=0	
=26315	=163	=383976	=E2	=4802	=6	=0	=0	
=26316	=163	=383976	=E3	=83	=9	=0	=0	
=26317	=163	=383976	=E4	=869	=0	=0	[NULL]	
=26318	=163	=383976	=E5	=77	=0	=0	[NULL]	
=26319	=163	=383976	=F1	=465	=0	=0	[NULL]	
=26320	=163	=383976	=F10	=213	=12	=0	=0	
=26321	=163	=383976	=F2	=450	=0	=0	[NULL]	
=26322	=163	=383976	=F3	=223	=0	=0	[NULL]	
=26323	=163	=383976	=F4	=993	=18	=0	=0	
=26324	=163	=383976	=F5	=5147	=14	=0	=0	
=26325	=163	=383976	=F6	=591	=14	=0	=0	
=26326	=163	=383976	=F7	=7375	=14	=0	=0	
=26327	=163	=383976	=F8	=190	=18	=0	=0	
=26328	=163	=383976	=F9	=994	=18	=0	=0	
=26329	=163	=383978	=A1	=593	=0	=0	[NULL]	
=26330	=163	=383978	=A2	=383	=0	=0	[NULL]	
=26331	=163	=383978	=A3	=1012	=0	=0	[NULL]	
=26332	=163	=383978	=A4	=1961	=0	=0	[NULL]	
=26333	=163	=383978	=A5	=379	=0	=0	[NULL]	
=26334	=163	=383978	=B1	=367	=0	=0	[NULL]	
=26335	=163	=383978	=B2	=8200	=0	=0	[NULL]	
=26336	=163	=383978	=B3	=752	=0	=0	[NULL]	
=26337	=163	=383978	=B4	=1008	=0	=0	[NULL]	
=26338	=163	=383978	=B5	=1961	=0	=0	[NULL]	
=26339	=163	=383978	=C1	=365	=0	=0	[NULL]	
=26340	=163	=383978	=C2	=8725	=0	=0	[NULL]	
=26341	=163	=383978	=C3	=593	=0	=0	[NULL]	
=26342	=163	=383978	=C4	=355	=0	=0	[NULL]	
=26343	=163	=383978	=C5	=948	=0	=0	[NULL]	
=26344	=163	=383978	=D1	=906	=0	=0	[NULL]	
=26345	=163	=383978	=D2	=1013	=0	=0	[NULL]	
=26346	=163	=383978	=D3	=1139	=0	=0	[NULL]	
=26347	=163	=383978	=D4	=4603	=0	=0	[NULL]	
=26348	=163	=383978	=D5	=356	=0	=0	[NULL]	
=26349	=163	=383978	=E1	=469	=0	=0	[NULL]	
=26350	=163	=383978	=E10	=213	=0	=0	[NULL]	
=26351	=163	=383978	=E2	=994	=0	=0	[NULL]	
=26352	=163	=383978	=E3	=591	=0	=0	[NULL]	
=26353	=163	=383978	=E4	=190	=0	=0	[NULL]	
=26354	=163	=383978	=E5	=5147	=0	=0	[NULL]	
=26355	=163	=383978	=E6	=465	=0	=0	[NULL]	
=26356	=163	=383978	=E7	=5155	=0	=0	[NULL]	
=26357	=163	=383978	=E8	=240	=0	=0	[NULL]	
=26358	=163	=383978	=E9	=7375	=0	=0	[NULL]	
=26359	=163	=383978	=F1	=3105	=0	=0	[NULL]	
=26360	=163	=383978	=F2	=869	=0	=0	[NULL]	
=26361	=163	=383978	=F3	=83	=0	=0	[NULL]	
=26362	=163	=383978	=F4	=453	=0	=0	[NULL]	
=26363	=163	=383978	=F5	=77	=0	=0	[NULL]	
=26364	=163	=383980	=A1	=1012	=0	=0	[NULL]	
=26365	=163	=383980	=A2	=752	=0	=0	[NULL]	
=26366	=163	=383980	=A3	=367	=0	=0	[NULL]	
=26367	=163	=383980	=A4	=396	=0	=0	[NULL]	
=26368	=163	=383980	=B1	=4603	=0	=0	[NULL]	
=26369	=163	=383980	=B2	=365	=0	=0	[NULL]	
=26370	=163	=383980	=B3	=83	=0	=0	[NULL]	
=26371	=163	=383980	=B4	=906	=0	=0	[NULL]	
=26372	=163	=383980	=C1	=593	=0	=0	[NULL]	
=26373	=163	=383980	=C2	=355	=0	=0	[NULL]	
=26374	=163	=383980	=C3	=356	=0	=0	[NULL]	
=26375	=163	=383980	=C4	=8200	=0	=0	[NULL]	
=26376	=163	=383980	=D1	=465	=0	=0	[NULL]	
=26377	=163	=383980	=D2	=1633	=0	=0	[NULL]	
=26378	=163	=383980	=D3	=5147	=0	=0	[NULL]	
=26379	=163	=383980	=D4	=5147	=0	=0	[NULL]	
=26380	=163	=383980	=D5	=190	=0	=0	[NULL]	
=26381	=163	=383980	=D6	=994	=0	=0	[NULL]	
=26382	=163	=383980	=D7	=5155	=0	=0	[NULL]	
=26383	=163	=383980	=D8	=7374	=0	=0	[NULL]	
=26384	=163	=383980	=E1	=240	=0	=0	[NULL]	
=26385	=163	=383980	=E2	=450	=0	=0	[NULL]	
=26386	=163	=383980	=E3	=223	=0	=0	[NULL]	
=26387	=163	=383980	=E4	=1633	=0	=0	[NULL]	
=26388	=163	=383980	=E5	=469	=0	=0	[NULL]	
=26389	=163	=383980	=E6	=464	=0	=0	[NULL]	
=26390	=163	=383980	=E7	=7375	=0	=0	[NULL]	
=26391	=163	=383980	=E8	=591	=0	=0	[NULL]	
=26392	=163	=383980	=F1	=869	=0	=0	[NULL]	
=26393	=163	=383980	=F2	=3105	=0	=0	[NULL]	
=26394	=163	=383980	=F3	=453	=0	=0	[NULL]	
=26395	=163	=383980	=F4	=77	=0	=0	[NULL]	
=26396	=163	=383984	=A1	=906	=0	=0	[NULL]	
=26397	=163	=383984	=A2	=1012	=0	=0	[NULL]	
=26398	=163	=383984	=A3	=355	=0	=0	[NULL]	
=26399	=163	=383984	=A4	=752	=0	=0	[NULL]	
=26400	=163	=383984	=B1	=593	=0	=0	[NULL]	
=26401	=163	=383984	=B2	=383	=0	=0	[NULL]	
=26402	=163	=383984	=B3	=4603	=0	=0	[NULL]	
=26403	=163	=383984	=B4	=948	=0	=0	[NULL]	
=26404	=163	=383984	=C1	=365	=0	=0	[NULL]	
=26405	=163	=383984	=C2	=355	=0	=0	[NULL]	
=26406	=163	=383984	=C3	=396	=0	=0	[NULL]	
=26407	=163	=383984	=C4	=8200	=0	=0	[NULL]	
=26408	=163	=383984	=D1	=240	=0	=0	[NULL]	
=26409	=163	=383984	=D2	=7374	=0	=0	[NULL]	
=26410	=163	=383984	=D3	=465	=0	=0	[NULL]	
=26411	=163	=383984	=D4	=7375	=0	=0	[NULL]	
=26412	=163	=383984	=D5	=5147	=0	=0	[NULL]	
