RestockId	DeliveryOrderId	SaleId	MachineId	EffectiveDate	TaxJurisdictionDetailId	TaxCommissionRuleId	ItemId	AllocatedSalesAmountInCents	TaxableAllocatedSalesAmountInCents	TaxableAllocatedNetSalesAmountInCents	TaxBasisInCents	TaxAmountInCents	DepositAmountInCents	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=327	=375	=378	=378	=378	=349.19169	=4.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=327	=376	=227	=227	=227	=209.69977	=2.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=327	=377	=76	=76	=76	=70.20785	=1.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=327	=590	=75	=75	=75	=69.28406	=1.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=327	=904	=302	=302	=302	=278.98383	=3.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=281	=302	=302	=302	=290.03601	=1.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=310	=634	=634	=634	=608.88355	=3.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=316	=141	=141	=141	=135.41417	=0.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=319	=706	=706	=706	=678.03121	=4.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=324	=424	=424	=424	=407.20288	=2.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=329	=91	=91	=91	=87.39496	=1.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=350	=600	=600	=600	=576.23049	=3.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=351	=257	=257	=257	=246.81873	=1.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=353	=85	=85	=85	=81.63265	=1.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=356	=303	=303	=303	=290.99640	=2.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=382	=303	=303	=303	=290.99640	=1.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=385	=504	=504	=504	=484.03361	=3.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=387	=503	=503	=503	=483.07323	=2.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=395	=906	=906	=906	=870.10804	=5.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=397	=302	=302	=302	=290.03601	=1.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=409	=151	=151	=151	=145.01801	=1.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=423	=151	=151	=151	=145.01801	=0.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=480	=998	=998	=998	=958.46339	=5.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=481	=725	=725	=725	=696.27851	=4.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=528	=1088	=1088	=1088	=1044.89796	=5.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=594	=141	=141	=141	=135.41417	=1.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=611	=302	=302	=302	=290.03601	=1.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=686	=343	=343	=343	=329.41176	=1.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=757	=101	=101	=101	=96.99880	=0.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=972	=807	=807	=807	=775.03001	=3.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=1010	=377	=377	=377	=362.06483	=1.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=1019	=76	=76	=76	=72.98920	=0.00000	=0	
=16862	[NULL]	[NULL]	=1014674	=12/19/2013 00:00:00	=41	=328	=1073	=272	=272	=272	=261.22449	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=274	=283	=924	=924	=924	=853.57968	=54.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=274	=284	=205	=205	=205	=189.37644	=12.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=274	=289	=308	=308	=308	=284.52656	=18.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=274	=291	=617	=617	=617	=569.97691	=35.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=274	=296	=102	=102	=102	=94.22633	=6.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=274	=301	=514	=514	=514	=474.82679	=30.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=274	=376	=385	=385	=385	=355.65820	=22.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=274	=377	=154	=154	=154	=142.26328	=9.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=274	=381	=154	=154	=154	=142.26328	=9.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=274	=590	=77	=77	=77	=71.13164	=5.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=274	=761	=103	=103	=103	=95.15012	=6.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=274	=904	=719	=719	=719	=664.20323	=41.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=319	=503	=503	=503	=483.07323	=15.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=324	=790	=790	=790	=758.70348	=24.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=327	=1078	=1078	=1078	=1035.29412	=32.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=350	=262	=262	=262	=251.62065	=8.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=356	=308	=308	=308	=295.79832	=9.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=382	=206	=206	=206	=197.83914	=6.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=382	=1047	=1047	=1047	=1005.52221	=31.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=383	=719	=719	=719	=690.51621	=22.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=385	=616	=616	=616	=591.59664	=18.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=395	=821	=821	=821	=788.47539	=25.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=414	=154	=154	=154	=147.89916	=5.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=423	=693	=693	=693	=665.54622	=21.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=427	=205	=205	=205	=196.87875	=7.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=441	=349	=349	=349	=335.17407	=10.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=455	=574	=574	=574	=551.26050	=17.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=480	=1109	=1109	=1109	=1065.06603	=33.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=481	=1109	=1109	=1109	=1065.06603	=33.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=604	=539	=539	=539	=517.64706	=16.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=749	=308	=308	=308	=295.79832	=9.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=892	=924	=924	=924	=887.39496	=28.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=899	=77	=77	=77	=73.94958	=3.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=972	=718	=718	=718	=689.55582	=21.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=1010	=539	=539	=539	=517.64706	=16.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=1019	=77	=77	=77	=73.94958	=2.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=1027	=77	=77	=77	=73.94958	=2.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=1073	=185	=185	=185	=177.67107	=6.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=1075	=739	=739	=739	=709.72389	=22.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=26	=275	=1076	=822	=822	=822	=789.43577	=25.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=282	=283	=924	=924	=924	=853.57968	=9.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=282	=284	=205	=205	=205	=189.37644	=2.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=282	=289	=308	=308	=308	=284.52656	=3.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=282	=291	=617	=617	=617	=569.97691	=6.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=282	=296	=102	=102	=102	=94.22633	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=282	=301	=514	=514	=514	=474.82679	=4.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=282	=376	=385	=385	=385	=355.65820	=3.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=282	=377	=154	=154	=154	=142.26328	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=282	=381	=154	=154	=154	=142.26328	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=282	=590	=77	=77	=77	=71.13164	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=282	=761	=103	=103	=103	=95.15012	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=282	=904	=719	=719	=719	=664.20323	=7.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=319	=503	=503	=503	=483.07323	=3.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=324	=790	=790	=790	=758.70348	=3.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=327	=1078	=1078	=1078	=1035.29412	=5.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=350	=262	=262	=262	=251.62065	=2.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=356	=308	=308	=308	=295.79832	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=382	=206	=206	=206	=197.83914	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=382	=1047	=1047	=1047	=1005.52221	=5.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=383	=719	=719	=719	=690.51621	=3.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=385	=616	=616	=616	=591.59664	=3.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=395	=821	=821	=821	=788.47539	=4.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=414	=154	=154	=154	=147.89916	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=423	=693	=693	=693	=665.54622	=3.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=427	=205	=205	=205	=196.87875	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=441	=349	=349	=349	=335.17407	=2.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=455	=574	=574	=574	=551.26050	=3.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=480	=1109	=1109	=1109	=1065.06603	=5.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=481	=1109	=1109	=1109	=1065.06603	=5.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=604	=539	=539	=539	=517.64706	=3.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=749	=308	=308	=308	=295.79832	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=892	=924	=924	=924	=887.39496	=5.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=899	=77	=77	=77	=73.94958	=0.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=972	=718	=718	=718	=689.55582	=3.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=1010	=539	=539	=539	=517.64706	=2.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=1019	=77	=77	=77	=73.94958	=0.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=1027	=77	=77	=77	=73.94958	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=1073	=185	=185	=185	=177.67107	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=1075	=739	=739	=739	=709.72389	=3.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=28	=283	=1076	=822	=822	=822	=789.43577	=4.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=327	=283	=924	=924	=924	=853.57968	=8.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=327	=284	=205	=205	=205	=189.37644	=2.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=327	=289	=308	=308	=308	=284.52656	=3.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=327	=291	=617	=617	=617	=569.97691	=5.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=327	=296	=102	=102	=102	=94.22633	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=327	=301	=514	=514	=514	=474.82679	=5.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=327	=376	=385	=385	=385	=355.65820	=4.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=327	=377	=154	=154	=154	=142.26328	=2.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=327	=381	=154	=154	=154	=142.26328	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=327	=590	=77	=77	=77	=71.13164	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=327	=761	=103	=103	=103	=95.15012	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=327	=904	=719	=719	=719	=664.20323	=6.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=319	=503	=503	=503	=483.07323	=2.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=324	=790	=790	=790	=758.70348	=4.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=327	=1078	=1078	=1078	=1035.29412	=6.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=350	=262	=262	=262	=251.62065	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=356	=308	=308	=308	=295.79832	=2.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=382	=206	=206	=206	=197.83914	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=382	=1047	=1047	=1047	=1005.52221	=5.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=383	=719	=719	=719	=690.51621	=4.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=385	=616	=616	=616	=591.59664	=3.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=395	=821	=821	=821	=788.47539	=4.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=414	=154	=154	=154	=147.89916	=0.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=423	=693	=693	=693	=665.54622	=3.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=427	=205	=205	=205	=196.87875	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=441	=349	=349	=349	=335.17407	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=455	=574	=574	=574	=551.26050	=2.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=480	=1109	=1109	=1109	=1065.06603	=6.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=481	=1109	=1109	=1109	=1065.06603	=5.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=604	=539	=539	=539	=517.64706	=3.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=749	=308	=308	=308	=295.79832	=2.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=892	=924	=924	=924	=887.39496	=4.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=899	=77	=77	=77	=73.94958	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=972	=718	=718	=718	=689.55582	=3.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=1010	=539	=539	=539	=517.64706	=3.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=1019	=77	=77	=77	=73.94958	=0.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=1027	=77	=77	=77	=73.94958	=0.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=1073	=185	=185	=185	=177.67107	=1.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=1075	=739	=739	=739	=709.72389	=4.00000	=0	
=16863	[NULL]	[NULL]	=1157801	=12/19/2013 00:00:00	=41	=328	=1076	=822	=822	=822	=789.43577	=3.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=26	=274	=247	=833	=833	=833	=769.51501	=48.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=26	=274	=249	=1514	=1514	=1514	=1398.61432	=87.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=26	=274	=251	=1364	=1364	=1364	=1260.04619	=79.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=26	=274	=252	=984	=984	=984	=909.00693	=56.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=26	=274	=259	=834	=834	=834	=770.43880	=48.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=26	=274	=348	=202	=202	=202	=186.60508	=12.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=26	=274	=677	=2828	=2828	=2828	=2612.47113	=163.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=26	=274	=706	=757	=757	=757	=699.30716	=44.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=26	=276	=458	=1439	=1439	=1439	=1439.00000	=0.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=28	=282	=247	=833	=833	=833	=769.51501	=8.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=28	=282	=249	=1514	=1514	=1514	=1398.61432	=14.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=28	=282	=251	=1364	=1364	=1364	=1260.04619	=13.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=28	=282	=252	=984	=984	=984	=909.00693	=9.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=28	=282	=259	=834	=834	=834	=770.43880	=7.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=28	=282	=348	=202	=202	=202	=186.60508	=2.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=28	=282	=677	=2828	=2828	=2828	=2612.47113	=26.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=28	=282	=706	=757	=757	=757	=699.30716	=7.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=28	=284	=458	=1439	=1439	=1439	=1439.00000	=0.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=41	=327	=247	=833	=833	=833	=769.51501	=8.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=41	=327	=249	=1514	=1514	=1514	=1398.61432	=14.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=41	=327	=251	=1364	=1364	=1364	=1260.04619	=12.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=41	=327	=252	=984	=984	=984	=909.00693	=9.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=41	=327	=259	=834	=834	=834	=770.43880	=8.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=41	=327	=348	=202	=202	=202	=186.60508	=2.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=41	=327	=677	=2828	=2828	=2828	=2612.47113	=26.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=41	=327	=706	=757	=757	=757	=699.30716	=7.00000	=0	
=16873	[NULL]	[NULL]	=1047477	=12/19/2013 00:00:00	=41	=329	=458	=1439	=1439	=1439	=1439.00000	=0.00000	=0	
=16875	[NULL]	[NULL]	=999965	=12/20/2013 00:00:00	=26	=274	=247	=2989	=2989	=2989	=2761.20092	=173.00000	=0	
=16875	[NULL]	[NULL]	=999965	=12/20/2013 00:00:00	=26	=274	=248	=996	=996	=996	=920.09238	=57.00000	=0	
=16875	[NULL]	[NULL]	=999965	=12/20/2013 00:00:00	=26	=274	=264	=537	=537	=537	=496.07390	=31.00000	=0	
=16875	[NULL]	[NULL]	=999965	=12/20/2013 00:00:00	=26	=274	=570	=2810	=2810	=2810	=2595.84296	=162.00000	=0	
=16875	[NULL]	[NULL]	=999965	=12/20/2013 00:00:00	=26	=274	=571	=383	=383	=383	=353.81062	=22.00000	=0	
=16875	[NULL]	[NULL]	=999965	=12/20/2013 00:00:00	=26	=274	=707	=256	=256	=256	=236.48961	=14.00000	=0	
=16875	[NULL]	[NULL]	=999965	=12/20/2013 00:00:00	=26	=274	=718	=255	=255	=255	=235.56582	=15.00000	=0	
=16875	[NULL]	[NULL]	=999965	=12/20/2013 00:00:00	=26	=274	=739	=1532	=1532	=1532	=1415.24249	=88.00000	=0	
=16875	[NULL]	[NULL]	=999965	=12/20/2013 00:00:00	=26	=276	=458	=1022	=1022	=1022	=1022.00000	=0.00000	=0	
=16875	[NULL]	[NULL]	=999965	=12/20/2013 00:00:00	=28	=282	=247	=2989	=2989	=2989	=2761.20092	=28.00000	=0	
=16875	[NULL]	[NULL]	=999965	=12/20/2013 00:00:00	=28	=282	=248	=996	=996	=996	=920.09238	=9.00000	=0	
=16875	[NULL]	[NULL]	=999965	=12/20/2013 00:00:00	=28	=282	=264	=537	=537	=537	=496.07390	=5.00000	=0	
=16875	[NULL]	[NULL]	=999965	=12/20/2013 00:00:00	=28	=282	=570	=2810	=2810	=2810	=2595.84296	=26.00000	=0	
=16875	[NULL]	[NULL]	=999965	=12/20/2013 00:00:00	=28	=282	=571	=383	=383	=383	=353.81062	=3.00000	=0	
=16875	[NULL]	[NULL]	=999965	=12/20/2013 00:00:00	=28	=282	=707	=256	=256	=256	=236.48961	=3.00000	=0	
=16875	[NULL]	[NULL]	=999965	=12/20/2013 00:00:00	=28	=282	=718	=255	=255	=255	=235.56582	=3.00000	=0	
=16875	[NULL]	[NULL]	=999965	=12/20/2013 00:00:00	=28	=282	=739	=1532	=1532	=1532	=1415.24249	=14.00000	=0	
=16875	[NULL]	[NULL]	=999965	=12/20/2013 00:00:00	=28	=284	=458	=1022	=1022	=1022	=1022.00000	=0.00000	=0	
