Id	ScheduleId	MachineId	DriverUserId	Deleted	UserSelected	CurrentSalesAmount	ProjectedSalesAmount	CurrentDepletedQuantity	ProjectedDepletedQuantity	CurrentDaysToMaxInterval	ProjectedDaysToMaxInterval	CurrentSalesQuantity	ProjectedSalesQuantity	DaysToService	DaysToServiceFromRestock	LeadMachineDaysToServiceFromRestock	CashTriggered	DepletionTriggered	ServiceIntervalTriggered	LeadMachineTriggered	LeadMachineId	SaleQuantityLimitTriggered	IsInventoryNeeded	ScheduleType	DynamicDepletionType	DynamicDepletionLimit	DynamicMaxAmount	DynamicMaxServiceIntervalInDays	DynamicSaleQuantityLimit	DynamicSaleQuantityLimitCoilName	StaticMaxServiceIntervalInDays	StaticMaxServiceIntervalFlexibilityInDays	BackForecasted	NextWeeklyScheduleDate	LastRestockDateTime	MovedFromScheduleMachineId	MoveToNextSchedule	UpdatedBy	UpdatedDateTime	CreatedBy	IsCollectionNeeded	
=12472	=5405	=1	[NULL]	=False	=False	=463.5500	=466.1785	=0	=34	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=300	=14	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/28/2014 03:25:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:47	=sema.tereshonok@cantaloupesys.com	=True	
=12473	=5405	=22	[NULL]	=False	=False	=116.5000	=118.4166	=0	=7	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/08/2014 10:18:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:47	=sema.tereshonok@cantaloupesys.com	=True	
=12474	=5405	=11	[NULL]	=False	=False	=434.9000	=442.5707	=3	=34	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=4	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/22/2014 01:17:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:47	=sema.tereshonok@cantaloupesys.com	=True	
=12475	=5405	=13	[NULL]	=False	=False	=158.2500	=161.7750	=0	=5	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=12/11/2013 12:22:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:47	=sema.tereshonok@cantaloupesys.com	=True	
=12476	=5405	=12	[NULL]	=False	=False	=78.7500	=81.0714	=0	=1	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=11/27/2013 10:39:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:47	=sema.tereshonok@cantaloupesys.com	=True	
=12477	=5405	=6	[NULL]	=False	=False	=341.8000	=344.1750	=1	=32	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/27/2014 15:20:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:47	=sema.tereshonok@cantaloupesys.com	=True	
=12478	=5405	=5	[NULL]	=False	=False	=372.2000	=374.3428	=5	=31	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=300	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/27/2014 15:31:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:47	=sema.tereshonok@cantaloupesys.com	=True	
=12479	=5405	=3	[NULL]	=False	=False	=249.7500	=255.2125	=2	=4	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/15/2014 13:07:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:47	=sema.tereshonok@cantaloupesys.com	=True	
=12480	=5405	=10	[NULL]	=False	=False	=128.7500	=133.0555	=0	=1	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/10/2014 12:54:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:47	=sema.tereshonok@cantaloupesys.com	=True	
=12481	=5405	=9	[NULL]	=False	=False	=157.8500	=160.3000	=0	=10	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=2	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/27/2014 15:22:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:47	=sema.tereshonok@cantaloupesys.com	=True	
=12482	=5405	=7	[NULL]	=False	=False	=230.0000	=235.7645	=1	=9	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=2	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/14/2014 11:21:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:47	=sema.tereshonok@cantaloupesys.com	=True	
=12483	=5406	=46	[NULL]	=False	=False	=150.0000	=150.0000	=0	=1	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/22/2014 15:13:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:54	=sema.tereshonok@cantaloupesys.com	=True	
=12484	=5406	=43	[NULL]	=False	=False	=606.6000	=612.4319	=0	=33	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=300	=14	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/24/2014 13:11:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:54	=sema.tereshonok@cantaloupesys.com	=True	
=12485	=5406	=47	[NULL]	=False	=False	=145.1500	=148.3833	=0	=8	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=12/11/2013 14:48:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:54	=sema.tereshonok@cantaloupesys.com	=True	
=12486	=5406	=49	[NULL]	=False	=False	=169.6000	=175.5583	=1	=6	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/21/2014 15:47:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:54	=sema.tereshonok@cantaloupesys.com	=True	
=12487	=5406	=48	[NULL]	=False	=False	=127.2500	=131.2187	=0	=4	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=1	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=12/06/2013 14:26:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:54	=sema.tereshonok@cantaloupesys.com	=True	
=12488	=5406	=27	[NULL]	=False	=False	=193.5000	=193.8333	=6	=19	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=False	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=200	=14	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/15/2014 11:06:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:54	=sema.tereshonok@cantaloupesys.com	=True	
=12489	=5406	=26	[NULL]	=False	=False	=463.0000	=466.6145	=0	=32	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=3	=300	=3	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/24/2014 13:10:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:54	=sema.tereshonok@cantaloupesys.com	=True	
=12490	=5406	=28	[NULL]	=False	=False	=378.5000	=379.2437	=1	=10	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=1	=200	=7	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/14/2014 15:29:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:54	=sema.tereshonok@cantaloupesys.com	=True	
=12491	=5406	=30	[NULL]	=False	=False	=207.5000	=207.9166	=1	=2	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=False	=True	=False	[NULL]	=False	=False	=Dynamic	=Item	=4	=200	=21	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=11/27/2013 14:53:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:54	=sema.tereshonok@cantaloupesys.com	=True	
=12492	=5406	=29	[NULL]	=False	=False	=554.0500	=565.9747	=0	=27	=0	=0	[NULL]	[NULL]	=0	=0	[NULL]	=True	=True	=True	=False	[NULL]	=False	=True	=Dynamic	=Item	=3	=300	=14	[NULL]	[NULL]	[NULL]	[NULL]	=True	[NULL]	=01/27/2014 16:10:00	[NULL]	=False	=sema.tereshonok@cantaloupesys.com	=02/19/2014 02:20:54	=sema.tereshonok@cantaloupesys.com	=True	
=12493	=5406	=25	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=6	=7	[NULL]	=False	=False	=False	=False	[NULL]	=False	=True	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=True	=02/26/2014 00:00:00	=01/22/2014 15:00:00	[NULL]	=False	[NULL]	[NULL]	=sema.tereshonok@cantaloupesys.com	=True	
=12494	=5407	=999999	[NULL]	=False	=True	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	=sema.tereshonok@cantaloupesys.com	=True	
=12495	=5408	=999997	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=0	=28	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	=False	=anton.bogachov@cantaloupesys.com	=03/03/2015 20:33:12	=sema.tereshonok@cantaloupesys.com	=True	
=12496	=5408	=999998	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=0	=28	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	=False	=anton.bogachov@cantaloupesys.com	=03/03/2015 20:33:12	=sema.tereshonok@cantaloupesys.com	=True	
=12497	=5405	=1000000	[NULL]	=False	=True	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	=pavel.belous@cantaloupesys.com	=False	
=12498	=5405	=1000001	[NULL]	=False	=True	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	=pavel.belous@cantaloupesys.com	=False	
=12499	=5405	=1000002	[NULL]	=False	=True	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	=pavel.belous@cantaloupesys.com	=False	
=12500	=5405	=1000003	[NULL]	=False	=True	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	=pavel.belous@cantaloupesys.com	=False	
=12501	=5408	=1000002	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	=6	=34	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	=03/02/2014 00:00:00	[NULL]	[NULL]	=False	[NULL]	[NULL]	=anton.bogachov@cantaloupesys.com	=False	
=12502	=5408	=1000003	[NULL]	=False	=True	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Static	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	=anton.bogachov@cantaloupesys.com	=False	
=12503	=5409	=1000004	[NULL]	=False	=True	=0.0000	=0.0000	=0	=0	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=False	=False	=False	=False	[NULL]	=False	=False	=Interval	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	[NULL]	=21	=3	=False	[NULL]	[NULL]	[NULL]	=False	[NULL]	[NULL]	=alexey.matvienko@cantaloupesys.com	=True	
