RestockId	HasSalesAllocated	ItemId	PriceInCents	AllocatedCashlessSalesAmountInCents	AllocatedCashlessSalesQuantity	AllocatedCollectedAmountInCents	AllocatedRefundAmountInCents	SalesQuantity	AddedQuantity	RemovedQuantity	SpoiledQuantity	Inventory	
=17247	=True	=467	=0	=0	=0	=0	=0	=0	=12	=0	=0	=12	
=17247	=True	=480	=90	=0	=0	=484	=0	=5	=10	=0	=0	=12	
=17247	=True	=481	=90	=0	=0	=581	=0	=6	=7	=0	=0	=12	
=17247	=True	=498	=90	=0	=0	=484	=0	=5	=5	=0	=0	=12	
=17247	=True	=527	=90	=0	=0	=291	=0	=3	=3	=0	=0	=12	
=17247	=True	=528	=90	=0	=0	=483	=0	=5	=5	=0	=0	=11	
=17247	=True	=528	=100	=0	=0	=107	=0	=1	=0	=0	=0	=0	
=17247	=True	=543	=90	=0	=0	=580	=0	=6	=7	=0	=0	=10	
=17247	=True	=558	=0	=0	=0	=0	=0	=0	=14	=0	=0	=14	
=17247	=True	=569	=100	=0	=0	=108	=0	=1	=12	=0	=0	=12	
=17247	=True	=589	=70	=0	=0	=75	=0	=1	=0	=0	=0	=7	
=17247	=True	=590	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=17247	=True	=611	=100	=0	=0	=322	=0	=3	=0	=0	=0	=12	
=17247	=True	=637	=90	=0	=0	=290	=0	=3	=4	=0	=0	=8	
=17247	=True	=687	=100	=0	=0	=538	=0	=5	=10	=0	=0	=10	
=17247	=True	=697	=100	=0	=0	=107	=0	=1	=12	=0	=0	=12	
=17247	=True	=745	=70	=0	=0	=225	=0	=3	=0	=0	=0	=0	
=17247	=True	=757	=75	=0	=0	=242	=0	=3	=0	=0	=0	=8	
=17247	=True	=761	=100	=0	=0	=215	=0	=2	=8	=0	=0	=14	
=17247	=True	=892	=100	=0	=0	=860	=0	=8	=6	=0	=0	=7	
=17247	=True	=899	=75	=0	=0	=242	=0	=3	=5	=0	=0	=14	
=17247	=True	=904	=100	=0	=0	=860	=0	=8	=9	=0	=0	=15	
=17247	=True	=972	=100	=0	=0	=537	=0	=5	=0	=0	=0	=5	
=17247	=True	=1028	=90	=0	=0	=581	=0	=6	=6	=0	=0	=12	
=17247	=True	=1073	=90	=0	=0	=290	=0	=3	=0	=0	=0	=9	
=17248	=True	=283	=100	=0	=0	=335	=0	=3	=2	=0	=0	=9	
=17248	=True	=284	=100	=0	=0	=223	=0	=2	=0	=0	=0	=14	
=17248	=True	=286	=100	=0	=0	=1340	=0	=12	=15	=0	=0	=15	
=17248	=True	=289	=0	=0	=0	=0	=0	=0	=0	=0	=0	=14	
=17248	=True	=291	=100	=0	=0	=335	=0	=3	=0	=0	=0	=11	
=17248	=True	=299	=0	=0	=0	=0	=0	=0	=0	=0	=0	=12	
=17248	=True	=301	=100	=0	=0	=224	=0	=2	=5	=0	=0	=16	
=17248	=True	=316	=70	=0	=0	=469	=0	=6	=0	=9	=0	=0	
=17248	=True	=322	=70	=0	=0	=313	=0	=4	=0	=8	=0	=0	
=17248	=True	=347	=90	=0	=0	=905	=0	=9	=12	=0	=0	=12	
=17248	=True	=350	=0	=0	=0	=0	=0	=0	=0	=0	=0	=11	
=17248	=True	=356	=75	=0	=0	=335	=0	=4	=0	=0	=0	=8	
=17248	=True	=357	=70	=0	=0	=157	=0	=2	=0	=8	=0	=0	
=17248	=True	=375	=75	=0	=0	=83	=0	=1	=0	=0	=0	=6	
=17248	=True	=376	=75	=0	=0	=168	=0	=2	=5	=0	=0	=9	
=17248	=True	=377	=75	=0	=0	=84	=0	=1	=0	=0	=0	=7	
=17248	=True	=381	=75	=0	=0	=251	=0	=3	=3	=0	=0	=7	
=17248	=True	=382	=100	=0	=0	=558	=0	=5	=4	=0	=0	=10	
=17248	=True	=383	=100	=0	=0	=447	=0	=4	=0	=0	=0	=7	
=17248	=True	=385	=100	=0	=0	=671	=0	=6	=9	=0	=0	=9	
=17248	=True	=395	=100	=0	=0	=1452	=0	=13	=9	=0	=0	=10	
=17248	=True	=414	=75	=0	=0	=419	=0	=5	=11	=0	=0	=15	
=17248	=True	=422	=75	=0	=0	=335	=0	=4	=0	=0	=0	=3	
=17248	=True	=423	=75	=0	=0	=251	=0	=3	=0	=0	=0	=10	
=17248	=True	=425	=75	=0	=0	=84	=0	=1	=5	=0	=0	=15	
=17248	=True	=426	=0	=0	=0	=0	=0	=0	=15	=0	=0	=15	
=17248	=True	=427	=100	=0	=0	=111	=0	=1	=6	=0	=0	=15	
=17248	=True	=441	=85	=0	=0	=380	=0	=4	=8	=0	=0	=13	
=17248	=True	=455	=70	=0	=0	=548	=0	=7	=0	=2	=0	=0	
=17248	=True	=467	=90	=0	=0	=502	=0	=5	=0	=0	=0	=4	
=17248	=True	=472	=0	=0	=0	=0	=0	=0	=12	=0	=0	=12	
=17248	=True	=480	=90	=0	=0	=704	=0	=7	=12	=0	=0	=13	
=17248	=True	=481	=90	=0	=0	=703	=0	=7	=7	=0	=0	=11	
=17248	=True	=527	=100	=0	=0	=112	=0	=1	=0	=0	=0	=10	
=17248	=True	=528	=100	=0	=0	=112	=0	=1	=10	=0	=0	=10	
=17248	=True	=543	=100	=0	=0	=335	=0	=3	=0	=0	=0	=0	
=17248	=True	=569	=0	=0	=0	=0	=0	=0	=12	=0	=0	=12	
=17248	=True	=590	=75	=0	=0	=418	=0	=5	=6	=0	=0	=7	
=17248	=True	=604	=75	=0	=0	=335	=0	=4	=0	=0	=0	=10	
=17248	=True	=637	=0	=0	=0	=0	=0	=0	=9	=0	=0	=9	
=17248	=True	=678	=100	=0	=0	=111	=0	=1	=12	=0	=0	=12	
=17248	=True	=745	=70	=0	=0	=625	=0	=8	=0	=2	=0	=0	
=17248	=True	=749	=75	=0	=0	=167	=0	=2	=0	=0	=0	=13	
=17248	=True	=761	=100	=0	=0	=112	=0	=1	=0	=0	=0	=13	
=17248	=True	=763	=85	=0	=0	=285	=0	=3	=4	=0	=0	=11	
=17248	=True	=892	=100	=0	=0	=223	=0	=2	=6	=0	=0	=12	
=17248	=True	=899	=75	=0	=0	=503	=0	=6	=5	=0	=0	=14	
=17248	=True	=899	=85	=0	=0	=95	=0	=1	=0	=0	=0	=0	
=17248	=True	=904	=100	=0	=0	=223	=0	=2	=0	=0	=0	=13	
=17248	=True	=905	=100	=0	=0	=893	=0	=8	=0	=0	=0	=4	
=17248	=True	=972	=100	=0	=0	=112	=0	=1	=0	=0	=0	=9	
=17248	=True	=1019	=75	=0	=0	=252	=0	=3	=5	=12	=0	=15	
=17250	=False	=247	=0	=0	=0	=0	=0	=0	=0	=0	=0	=31	
=17250	=False	=248	=0	=0	=0	=0	=0	=0	=0	=0	=0	=28	
=17250	=False	=249	=0	=0	=0	=0	=0	=0	=0	=0	=0	=26	
=17250	=False	=260	=0	=0	=0	=0	=0	=0	=0	=0	=0	=26	
=17250	=False	=264	=0	=0	=0	=0	=0	=0	=12	=0	=0	=36	
=17250	=False	=269	=0	=0	=0	=0	=0	=0	=0	=0	=0	=24	
=17250	=False	=430	=0	=0	=0	=0	=0	=0	=36	=0	=0	=84	
=17250	=False	=765	=0	=0	=0	=0	=0	=0	=10	=0	=0	=24	
=17252	=True	=247	=25	=0	=0	=477	=0	=20	=24	=21	=0	=34	
=17252	=True	=248	=25	=0	=0	=382	=0	=16	=18	=0	=0	=34	
=17252	=True	=249	=25	=0	=0	=787	=0	=33	=33	=0	=0	=52	
=17252	=True	=250	=25	=0	=0	=167	=0	=7	=12	=0	=0	=36	
=17252	=True	=253	=25	=0	=0	=907	=0	=38	=30	=0	=0	=69	
=17252	=True	=256	=25	=0	=0	=262	=0	=11	=18	=0	=0	=34	
=17252	=True	=264	=25	=0	=0	=405	=0	=17	=12	=0	=0	=32	
=17252	=True	=272	=25	=0	=0	=430	=0	=18	=18	=0	=0	=52	
=17252	=True	=725	=25	=0	=0	=48	=0	=2	=0	=0	=0	=20	
=17256	=True	=280	=100	=0	=0	=593	=0	=6	=8	=0	=0	=15	
=17256	=True	=281	=75	=0	=0	=148	=0	=2	=8	=0	=0	=12	
=17256	=True	=281	=85	=0	=0	=336	=0	=4	=0	=0	=0	=0	
=17256	=True	=282	=100	=0	=0	=395	=0	=4	=7	=0	=0	=17	
=17256	=True	=284	=100	=0	=0	=396	=0	=4	=6	=0	=0	=18	
=17256	=True	=286	=100	=0	=0	=989	=0	=10	=0	=0	=0	=27	
=17256	=True	=289	=100	=0	=0	=495	=0	=5	=9	=0	=0	=18	
=17256	=True	=292	=100	=0	=0	=494	=0	=5	=0	=0	=0	=13	
=17256	=True	=299	=100	=0	=0	=396	=0	=4	=7	=0	=0	=15	
=17256	=True	=310	=70	=0	=0	=277	=0	=4	=0	=7	=0	=0	
=17256	=True	=319	=70	=0	=0	=139	=0	=2	=0	=12	=0	=0	
=17256	=True	=324	=70	=0	=0	=485	=0	=7	=0	=6	=0	=0	
=17256	=True	=325	=0	=0	=0	=0	=0	=0	=0	=12	=0	=0	
=17256	=True	=329	=90	=0	=0	=89	=0	=1	=0	=0	=0	=7	
=17256	=True	=347	=0	=0	=0	=0	=0	=0	=15	=0	=0	=15	
=17256	=True	=350	=85	=0	=0	=589	=0	=7	=8	=0	=0	=11	
=17256	=True	=351	=85	=0	=0	=673	=0	=8	=10	=0	=0	=11	
=17256	=True	=353	=85	=0	=0	=168	=0	=2	=4	=0	=0	=12	
=17256	=True	=356	=75	=0	=0	=75	=0	=1	=0	=0	=0	=13	
=17256	=True	=375	=75	=0	=0	=222	=0	=3	=3	=0	=0	=5	
=17256	=True	=376	=75	=0	=0	=371	=0	=5	=4	=0	=0	=11	
=17256	=True	=377	=75	=0	=0	=223	=0	=3	=0	=0	=0	=4	
=17256	=True	=385	=100	=0	=0	=395	=0	=4	=4	=0	=0	=10	
=17256	=True	=387	=100	=0	=0	=197	=0	=2	=8	=0	=0	=12	
=17256	=True	=395	=100	=0	=0	=1088	=0	=11	=14	=0	=0	=14	
=17256	=True	=402	=100	=0	=0	=593	=0	=6	=4	=0	=0	=10	
=17256	=True	=409	=0	=0	=0	=0	=0	=0	=0	=0	=0	=12	
=17256	=True	=423	=75	=0	=0	=74	=0	=1	=0	=0	=0	=10	
=17256	=True	=423	=85	=0	=0	=169	=0	=2	=0	=0	=0	=0	
=17256	=True	=480	=90	=0	=0	=712	=0	=8	=8	=0	=0	=9	
=17256	=True	=481	=90	=0	=0	=534	=0	=6	=9	=0	=0	=10	
=17256	=True	=481	=100	=0	=0	=99	=0	=1	=0	=0	=0	=0	
=17256	=True	=498	=0	=0	=0	=0	=0	=0	=12	=0	=0	=12	
=17256	=True	=527	=0	=0	=0	=0	=0	=0	=15	=0	=0	=15	
=17256	=True	=528	=90	=0	=0	=534	=0	=6	=11	=0	=0	=11	
=17256	=True	=543	=90	=0	=0	=445	=0	=5	=4	=0	=0	=11	
=17256	=True	=589	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=17256	=True	=590	=75	=0	=0	=74	=0	=1	=3	=0	=0	=7	
=17256	=True	=594	=70	=0	=0	=208	=0	=3	=0	=2	=0	=0	
=17256	=True	=604	=0	=0	=0	=0	=0	=0	=0	=0	=0	=22	
=17256	=True	=611	=75	=0	=0	=519	=0	=7	=8	=0	=0	=12	
=17256	=True	=637	=0	=0	=0	=0	=0	=0	=10	=0	=0	=10	
=17256	=True	=650	=0	=0	=0	=0	=0	=0	=0	=0	=0	=12	
=17256	=True	=678	=100	=0	=0	=396	=0	=4	=15	=0	=0	=15	
=17256	=True	=686	=85	=0	=0	=252	=0	=3	=0	=0	=0	=10	
=17256	=True	=757	=100	=0	=0	=198	=0	=2	=7	=0	=0	=12	
=17256	=True	=904	=100	=0	=0	=98	=0	=1	=0	=0	=0	=13	
=17256	=True	=905	=100	=0	=0	=791	=0	=8	=10	=0	=0	=12	
=17256	=True	=972	=100	=0	=0	=989	=0	=10	=11	=0	=0	=11	
=17256	=True	=1010	=75	=0	=0	=519	=0	=7	=9	=0	=0	=12	
=17256	=True	=1019	=75	=0	=0	=148	=0	=2	=5	=0	=0	=12	
=17258	=True	=280	=0	=0	=0	=0	=0	=0	=0	=0	=0	=8	
=17258	=True	=281	=95	=0	=0	=111	=0	=1	=2	=0	=0	=4	
=17258	=True	=282	=100	=0	=0	=585	=0	=5	=4	=0	=0	=13	
=17258	=True	=283	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=17258	=True	=285	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=17258	=True	=286	=100	=0	=0	=234	=0	=2	=5	=0	=0	=12	
=17258	=True	=288	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=17258	=True	=329	=90	=0	=0	=526	=0	=5	=3	=0	=0	=7	
=17258	=True	=347	=90	=0	=0	=422	=0	=4	=6	=0	=0	=6	
=17258	=True	=350	=100	=0	=0	=117	=0	=1	=2	=0	=0	=5	
=17258	=True	=351	=100	=0	=0	=468	=0	=4	=7	=0	=0	=7	
=17258	=True	=353	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4	
=17258	=True	=356	=95	=0	=0	=111	=0	=1	=2	=0	=0	=4	
=17258	=True	=375	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=17258	=True	=377	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4	
=17258	=True	=381	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=17258	=True	=382	=0	=0	=0	=0	=0	=0	=0	=3	=0	=0	
=17258	=True	=385	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=17258	=True	=387	=100	=0	=0	=234	=0	=2	=6	=0	=0	=7	
=17258	=True	=389	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4	
=17258	=True	=395	=0	=0	=0	=0	=0	=0	=4	=0	=0	=4	
=17258	=True	=412	=95	=0	=0	=111	=0	=1	=2	=0	=0	=4	
=17258	=True	=414	=95	=0	=0	=222	=0	=2	=2	=0	=0	=6	
=17258	=True	=421	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=17258	=True	=427	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=17258	=True	=467	=0	=0	=0	=0	=0	=0	=6	=0	=0	=6	
=17258	=True	=480	=90	=0	=0	=106	=0	=1	=3	=0	=0	=6	
=17258	=True	=481	=90	=0	=0	=105	=0	=1	=3	=0	=0	=7	
=17258	=True	=498	=0	=0	=0	=0	=0	=0	=0	=3	=3	=0	
=17258	=True	=527	=0	=0	=0	=0	=0	=0	=6	=0	=0	=6	
=17258	=True	=528	=90	=0	=0	=105	=0	=1	=2	=0	=0	=6	
=17258	=True	=543	=90	=0	=0	=421	=0	=4	=7	=0	=0	=7	
=17258	=True	=589	=75	=0	=0	=88	=0	=1	=0	=0	=0	=6	
=17258	=True	=590	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=17258	=True	=637	=0	=0	=0	=0	=0	=0	=0	=3	=3	=0	
=17258	=True	=697	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=17258	=True	=749	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4	
=17258	=True	=761	=100	=0	=0	=234	=0	=2	=3	=0	=0	=3	
=17258	=True	=899	=0	=0	=0	=0	=0	=0	=0	=0	=0	=3	
=17258	=True	=904	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=17258	=True	=925	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=17258	=True	=954	=0	=0	=0	=0	=0	=0	=0	=0	=0	=5	
=17258	=True	=971	=0	=0	=0	=0	=0	=0	=0	=0	=1	=4	
=17258	=True	=974	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4	
=17258	=True	=1010	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4	
=17258	=True	=1015	=0	=0	=0	=0	=0	=0	=0	=0	=0	=4	
=17258	=True	=1019	=0	=0	=0	=0	=0	=0	=0	=0	=0	=3	
=17259	=True	=247	=25	=0	=0	=836	=0	=31	=30	=0	=0	=100	
=17259	=True	=248	=25	=0	=0	=405	=0	=15	=0	=0	=0	=39	
=17259	=True	=249	=25	=0	=0	=810	=0	=30	=30	=0	=0	=54	
=17259	=True	=253	=25	=0	=0	=324	=0	=12	=0	=0	=0	=42	
=17259	=True	=264	=25	=0	=0	=782	=0	=29	=28	=0	=0	=53	
=17259	=True	=269	=25	=0	=0	=459	=0	=17	=18	=0	=0	=54	
=17259	=True	=430	=25	=0	=0	=1134	=0	=42	=66	=0	=0	=120	
=17260	=True	=247	=35	=0	=0	=785	=0	=21	=24	=0	=0	=82	
=17260	=True	=248	=35	=0	=0	=934	=0	=25	=30	=0	=0	=45	
=17260	=True	=249	=35	=0	=0	=785	=0	=21	=18	=0	=0	=43	
=17260	=True	=251	=35	=0	=0	=112	=0	=3	=0	=0	=0	=17	
=17260	=True	=252	=35	=0	=0	=112	=0	=3	=6	=0	=0	=21	
=17260	=True	=253	=35	=0	=0	=785	=0	=21	=18	=0	=0	=18	
=17260	=True	=738	=35	=0	=0	=112	=0	=3	=6	=0	=0	=17	
=17262	=True	=280	=35	=0	=0	=184	=0	=5	=0	=0	=0	=11	
=17262	=True	=281	=0	=0	=0	=0	=0	=0	=0	=0	=0	=10	
=17262	=True	=282	=35	=0	=0	=73	=0	=2	=0	=0	=0	=12	
=17262	=True	=283	=35	=0	=0	=74	=0	=2	=0	=0	=0	=11	
=17262	=True	=285	=35	=0	=0	=221	=0	=6	=7	=0	=0	=14	
=17262	=True	=286	=35	=0	=0	=36	=0	=1	=0	=0	=0	=13	
=17262	=True	=289	=35	=0	=0	=147	=0	=4	=5	=0	=0	=15	
=17262	=True	=292	=0	=0	=0	=0	=0	=0	=0	=0	=0	=13	
=17262	=True	=309	=30	=0	=0	=221	=0	=7	=4	=0	=0	=10	
=17262	=True	=324	=30	=0	=0	=95	=0	=3	=0	=0	=0	=9	
=17262	=True	=329	=40	=0	=0	=126	=0	=3	=4	=0	=0	=8	
=17262	=True	=330	=30	=0	=0	=252	=0	=8	=9	=0	=0	=12	
=17262	=True	=350	=35	=0	=0	=441	=0	=12	=15	=0	=0	=15	
=17262	=True	=351	=35	=0	=0	=184	=0	=5	=0	=0	=0	=7	
=17262	=True	=353	=35	=0	=0	=147	=0	=4	=5	=0	=0	=12	
=17262	=True	=356	=0	=0	=0	=0	=0	=0	=0	=0	=0	=9	
=17262	=True	=376	=30	=0	=0	=63	=0	=2	=5	=0	=0	=10	
=17262	=True	=377	=30	=0	=0	=63	=0	=2	=5	=0	=0	=9	
=17262	=True	=380	=30	=0	=0	=95	=0	=3	=0	=0	=0	=7	
=17262	=True	=385	=35	=0	=0	=220	=0	=6	=7	=0	=0	=10	
=17262	=True	=389	=35	=0	=0	=441	=0	=12	=12	=0	=0	=12	
=17262	=True	=409	=35	=0	=0	=73	=0	=2	=6	=0	=0	=10	
=17262	=True	=423	=35	=0	=0	=110	=0	=3	=0	=0	=0	=6	
=17262	=True	=425	=35	=0	=0	=111	=0	=3	=0	=0	=0	=13	
=17262	=True	=427	=35	=0	=0	=110	=0	=3	=0	=0	=0	=12	
=17262	=True	=441	=35	=0	=0	=294	=0	=8	=7	=0	=0	=9	
=17262	=True	=480	=40	=0	=0	=252	=0	=6	=4	=0	=0	=8	
=17262	=True	=498	=40	=0	=0	=294	=0	=7	=8	=0	=0	=10	
=17262	=True	=527	=40	=0	=0	=294	=0	=7	=4	=0	=0	=9	
=17262	=True	=589	=30	=0	=0	=32	=0	=1	=0	=0	=0	=8	
=17262	=True	=590	=0	=0	=0	=0	=0	=0	=0	=0	=0	=9	
=17262	=True	=594	=30	=0	=0	=158	=0	=5	=5	=0	=0	=10	
=17262	=True	=618	=35	=0	=0	=74	=0	=2	=0	=0	=0	=8	
=17262	=True	=619	=30	=0	=0	=189	=0	=6	=10	=0	=0	=12	
=17262	=True	=678	=40	=0	=0	=168	=0	=4	=4	=0	=0	=12	
=17262	=True	=682	=35	=0	=0	=147	=0	=4	=4	=0	=0	=9	
=17262	=True	=757	=35	=0	=0	=110	=0	=3	=0	=0	=0	=9	
=17262	=True	=899	=35	=0	=0	=368	=0	=10	=4	=0	=0	=9	
=17262	=True	=905	=35	=0	=0	=331	=0	=9	=11	=0	=0	=11	
=17262	=True	=930	=35	=0	=0	=294	=0	=8	=9	=0	=0	=11	
=17262	=True	=972	=35	=0	=0	=221	=0	=6	=7	=0	=0	=12	
=17262	=True	=981	=35	=0	=0	=183	=0	=5	=4	=0	=0	=11	
=17262	=True	=1010	=35	=0	=0	=184	=0	=5	=8	=0	=0	=10	
=17262	=True	=1013	=35	=0	=0	=110	=0	=3	=0	=0	=0	=7	
=17262	=True	=1015	=0	=0	=0	=0	=0	=0	=0	=9	=0	=0	
=17262	=True	=1019	=0	=0	=0	=0	=0	=0	=10	=0	=0	=10	
=17265	=False	=247	=0	=0	=0	=0	=0	=0	=0	=0	=0	=43	
=17265	=False	=248	=0	=0	=0	=0	=0	=0	=0	=0	=0	=43	
=17265	=False	=252	=0	=0	=0	=0	=0	=0	=0	=0	=0	=28	
=17265	=False	=264	=0	=0	=0	=0	=0	=0	=18	=0	=0	=46	
=17265	=False	=593	=0	=0	=0	=0	=0	=0	=84	=0	=0	=162	
=17266	=True	=280	=100	=0	=0	=1075	=0	=11	=0	=0	=0	=0	
=17266	=True	=281	=75	=0	=0	=220	=0	=3	=4	=0	=0	=12	
=17266	=True	=282	=100	=0	=0	=1272	=0	=13	=18	=0	=0	=18	
=17266	=True	=283	=100	=0	=0	=195	=0	=2	=0	=0	=0	=9	
=17266	=True	=286	=100	=0	=0	=1076	=0	=11	=7	=0	=0	=22	
=17266	=True	=289	=100	=0	=0	=881	=0	=9	=9	=0	=0	=12	
=17266	=True	=310	=75	=0	=0	=367	=0	=5	=15	=0	=0	=15	
=17266	=True	=316	=75	=0	=0	=441	=0	=6	=10	=0	=0	=12	
=17266	=True	=319	=75	=0	=0	=440	=0	=6	=12	=0	=0	=12	
=17266	=True	=324	=75	=0	=0	=73	=0	=1	=0	=7	=0	=0	
=17266	=True	=347	=100	=0	=0	=587	=0	=6	=9	=0	=0	=12	
=17266	=True	=350	=90	=0	=0	=704	=0	=8	=10	=0	=0	=12	
=17266	=True	=352	=90	=0	=0	=88	=0	=1	=0	=0	=0	=6	
=17266	=True	=356	=75	=0	=0	=660	=0	=9	=18	=0	=0	=18	
=17266	=True	=375	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=17266	=True	=376	=75	=0	=0	=367	=0	=5	=7	=0	=0	=10	
=17266	=True	=377	=75	=0	=0	=220	=0	=3	=3	=0	=0	=7	
=17266	=True	=381	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=17266	=True	=382	=100	=0	=0	=978	=0	=10	=10	=0	=0	=10	
=17266	=True	=385	=100	=0	=0	=293	=0	=3	=0	=0	=0	=7	
=17266	=True	=400	=100	=0	=0	=685	=0	=7	=8	=0	=0	=10	
=17266	=True	=423	=75	=0	=0	=440	=0	=6	=11	=0	=0	=15	
=17266	=True	=441	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=17266	=True	=455	=0	=0	=0	=0	=0	=0	=15	=0	=0	=15	
=17266	=True	=467	=100	=0	=0	=684	=0	=7	=11	=0	=0	=12	
=17266	=True	=480	=100	=0	=0	=685	=0	=7	=12	=0	=0	=12	
=17266	=True	=481	=100	=0	=0	=685	=0	=7	=12	=0	=0	=12	
=17266	=True	=498	=100	=0	=0	=294	=0	=3	=12	=0	=0	=12	
=17266	=True	=527	=100	=0	=0	=684	=0	=7	=12	=0	=0	=12	
=17266	=True	=528	=100	=0	=0	=293	=0	=3	=7	=0	=0	=12	
=17266	=True	=589	=0	=0	=0	=0	=0	=0	=0	=0	=0	=7	
=17266	=True	=594	=75	=0	=0	=294	=0	=4	=13	=0	=0	=15	
=17266	=True	=609	=100	=0	=0	=196	=0	=2	=5	=0	=0	=10	
=17266	=True	=637	=100	=0	=0	=196	=0	=2	=2	=0	=0	=6	
=17266	=True	=671	=90	=0	=0	=352	=0	=4	=3	=0	=0	=8	
=17266	=True	=678	=100	=0	=0	=489	=0	=5	=10	=0	=0	=12	
=17266	=True	=954	=90	=0	=0	=352	=0	=4	=8	=0	=0	=10	
=17266	=True	=971	=100	=0	=0	=391	=0	=4	=6	=0	=0	=10	
=17266	=True	=974	=100	=0	=0	=391	=0	=4	=4	=0	=0	=10	
=17266	=True	=1010	=75	=0	=0	=367	=0	=5	=0	=0	=0	=11	
=17267	=True	=247	=85	=0	=0	=2789	=0	=22	=0	=0	=0	=74	
=17267	=True	=248	=85	=0	=0	=2916	=0	=23	=12	=0	=0	=23	
=17267	=True	=250	=85	=0	=0	=253	=0	=2	=0	=0	=0	=23	
=17267	=True	=264	=85	=0	=0	=127	=0	=1	=0	=0	=0	=23	
=17267	=True	=458	=120	=0	=0	=358	=0	=2	=0	=0	=0	=27	
=17267	=True	=725	=85	=0	=0	=127	=0	=1	=0	=0	=0	=32	
=17267	=True	=726	=85	=0	=0	=380	=0	=3	=0	=0	=0	=36	
=17267	=True	=739	=85	=0	=0	=1015	=0	=8	=0	=0	=0	=34	
=17269	=True	=283	=100	=0	=0	=195	=0	=2	=7	=0	=0	=15	
=17269	=True	=284	=100	=0	=0	=390	=0	=4	=6	=0	=0	=15	
=17269	=True	=286	=100	=0	=0	=488	=0	=5	=0	=0	=0	=9	
=17269	=True	=289	=100	=0	=0	=390	=0	=4	=0	=0	=0	=10	
=17269	=True	=291	=100	=0	=0	=196	=0	=2	=6	=0	=0	=15	
=17269	=True	=299	=0	=0	=0	=0	=0	=0	=0	=0	=0	=12	
=17269	=True	=301	=100	=0	=0	=293	=0	=3	=0	=0	=0	=13	
=17269	=True	=347	=100	=0	=0	=879	=0	=9	=8	=0	=0	=11	
=17269	=True	=350	=85	=0	=0	=581	=0	=7	=6	=0	=0	=10	
=17269	=True	=356	=85	=0	=0	=83	=0	=1	=8	=0	=0	=15	
=17269	=True	=375	=0	=0	=0	=0	=0	=0	=0	=0	=0	=6	
=17269	=True	=376	=75	=0	=0	=146	=0	=2	=0	=0	=0	=7	
=17269	=True	=377	=75	=0	=0	=73	=0	=1	=0	=0	=0	=6	
=17269	=True	=381	=75	=0	=0	=146	=0	=2	=3	=0	=0	=7	
=17269	=True	=382	=100	=0	=0	=878	=0	=9	=7	=0	=0	=10	
=17269	=True	=383	=100	=0	=0	=586	=0	=6	=9	=0	=0	=10	
=17269	=True	=385	=100	=0	=0	=195	=0	=2	=3	=0	=0	=10	
=17269	=True	=395	=100	=0	=0	=1074	=0	=11	=15	=0	=0	=15	
=17269	=True	=402	=85	=0	=0	=166	=0	=2	=12	=0	=0	=13	
=17269	=True	=414	=85	=0	=0	=166	=0	=2	=0	=0	=0	=13	
=17269	=True	=422	=75	=0	=0	=220	=0	=3	=15	=0	=0	=15	
=17269	=True	=423	=85	=0	=0	=415	=0	=5	=9	=0	=0	=15	
=17269	=True	=425	=85	=0	=0	=83	=0	=1	=0	=0	=0	=14	
=17269	=True	=426	=85	=0	=0	=83	=0	=1	=0	=0	=0	=14	
=17269	=True	=427	=100	=0	=0	=98	=0	=1	=0	=0	=0	=14	
=17269	=True	=441	=85	=0	=0	=83	=0	=1	=0	=0	=0	=12	
=17269	=True	=467	=100	=0	=0	=98	=0	=1	=7	=0	=0	=10	
=17269	=True	=472	=100	=0	=0	=586	=0	=6	=10	=0	=0	=16	
=17269	=True	=480	=100	=0	=0	=1269	=0	=13	=12	=0	=0	=13	
=17269	=True	=481	=100	=0	=0	=780	=0	=8	=7	=0	=0	=11	
=17269	=True	=527	=100	=0	=0	=879	=0	=9	=12	=0	=0	=12	
=17269	=True	=528	=100	=0	=0	=1073	=0	=11	=12	=0	=0	=12	
