Id	CoilId	AlertLevel	Par	Capacity	DesiredPriceInCents	ItemId	CoilDeleted	GroupName	
=3034	=7207	=1	=9	=9	=100	=866	=False	[NULL]	
=3035	=7207	=1	=9	=9	=100	=866	=False	[NULL]	
=3036	=7207	=1	=9	=9	=100	=866	=False	[NULL]	
=3037	=7207	=1	=9	=9	=100	=866	=False	[NULL]	
=3038	=7207	=1	=9	=9	=100	=866	=False	[NULL]	
=3039	=7207	=1	=9	=9	=100	=866	=False	[NULL]	
=3040	=7207	=1	=9	=9	=100	=866	=False	[NULL]	
=3041	=7207	=1	=9	=9	=100	=866	=False	[NULL]	
=3042	=7207	=1	=9	=9	=100	=866	=False	[NULL]	
=3043	=7207	=1	=9	=9	=100	=866	=False	[NULL]	
=3044	=7207	=1	=9	=9	=100	=866	=False	[NULL]	
=3045	=7207	=1	=9	=9	=100	=866	=False	[NULL]	
=3046	=7207	=1	=9	=9	=100	=866	=False	[NULL]	
=3047	=7207	=1	=9	=9	=100	=866	=False	[NULL]	
=3048	=7207	=1	=9	=9	=100	=866	=False	[NULL]	
=3049	=7207	=1	=9	=9	=100	=866	=False	[NULL]	
=3050	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3051	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3052	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3053	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3054	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3055	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3056	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3057	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3058	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3059	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3060	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3061	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3062	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3063	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3064	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3065	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3066	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3067	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3068	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3069	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3070	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3071	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3072	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3073	=7208	=1	=9	=9	=100	=868	=False	[NULL]	
=3074	=7209	=1	=9	=9	=100	=1134	=False	[NULL]	
=3075	=7209	=1	=9	=9	=100	=1329	=False	[NULL]	
=3076	=7209	=1	=9	=9	=100	=1329	=False	[NULL]	
=3077	=7209	=1	=9	=9	=100	=1329	=False	[NULL]	
=3078	=7209	=1	=9	=9	=100	=966	=False	[NULL]	
=3079	=7209	=1	=9	=9	=100	=1361	=False	[NULL]	
=3080	=7209	=1	=9	=9	=100	=1361	=False	[NULL]	
=3081	=7209	=1	=9	=9	=100	=1361	=False	[NULL]	
=3082	=7209	=1	=9	=9	=100	=1361	=False	[NULL]	
=3083	=7209	=1	=9	=9	=100	=1361	=False	[NULL]	
=3084	=7209	=1	=9	=9	=100	=1361	=False	[NULL]	
=3085	=7209	=1	=9	=9	=100	=1328	=False	[NULL]	
=3086	=7209	=1	=9	=9	=100	=1328	=False	[NULL]	
=3087	=7209	=1	=9	=9	=100	=1328	=False	[NULL]	
=3088	=7209	=1	=9	=9	=100	=1328	=False	[NULL]	
=3089	=7209	=1	=9	=9	=100	=1328	=False	[NULL]	
=3090	=7209	=1	=9	=9	=100	=1328	=False	[NULL]	
=3091	=7209	=1	=9	=9	=100	=1328	=False	[NULL]	
=3092	=7209	=1	=9	=9	=100	=1328	=False	[NULL]	
=3093	=7209	=1	=9	=9	=100	=1328	=False	[NULL]	
=3094	=7209	=1	=9	=9	=100	=1328	=False	[NULL]	
=3095	=7209	=1	=9	=9	=100	=1328	=False	[NULL]	
=3096	=7209	=1	=9	=9	=100	=1328	=False	[NULL]	
=3097	=7209	=1	=9	=9	=100	=1328	=False	[NULL]	
=3098	=7209	=1	=9	=9	=100	=1328	=False	[NULL]	
=3099	=7209	=1	=9	=9	=100	=1328	=False	[NULL]	
=3100	=7209	=1	=9	=9	=100	=1328	=False	[NULL]	
=3101	=7209	=1	=9	=9	=100	=1328	=False	[NULL]	
=3102	=7210	=1	=9	=9	=100	=866	=False	[NULL]	
=3103	=7210	=1	=9	=9	=100	=866	=False	[NULL]	
=3104	=7210	=1	=9	=9	=100	=866	=False	[NULL]	
=3105	=7210	=1	=9	=9	=100	=866	=False	[NULL]	
=3106	=7210	=1	=9	=9	=100	=866	=False	[NULL]	
=3107	=7210	=1	=9	=9	=100	=866	=False	[NULL]	
=3108	=7210	=1	=9	=9	=100	=1328	=False	[NULL]	
=3109	=7210	=1	=9	=9	=75	=1328	=False	[NULL]	
=3110	=7210	=1	=9	=9	=75	=1358	=False	[NULL]	
=3111	=7210	=1	=9	=9	=75	=1358	=False	[NULL]	
=3112	=7210	=1	=9	=9	=75	=1358	=False	[NULL]	
=3113	=7210	=1	=9	=9	=100	=1358	=False	[NULL]	
=3114	=7210	=1	=9	=9	=100	=1358	=False	[NULL]	
=3115	=7210	=1	=9	=9	=100	=1358	=False	[NULL]	
=3116	=7210	=1	=9	=9	=100	=1358	=False	[NULL]	
=3117	=7210	=1	=9	=9	=100	=966	=False	[NULL]	
=3118	=7210	=1	=9	=9	=100	=1358	=False	[NULL]	
=3119	=7210	=1	=9	=9	=100	=1358	=False	[NULL]	
=3120	=7210	=1	=9	=9	=100	=966	=False	[NULL]	
=3121	=7210	=1	=9	=9	=100	=966	=False	[NULL]	
=3122	=7210	=1	=9	=9	=100	=966	=False	[NULL]	
=3123	=7210	=1	=9	=9	=100	=966	=False	[NULL]	
=3124	=7210	=1	=9	=9	=100	=966	=False	[NULL]	
=3125	=7210	=1	=9	=9	=100	=966	=False	[NULL]	
=3126	=7210	=1	=9	=9	=100	=966	=False	[NULL]	
=3127	=7210	=1	=9	=9	=100	=966	=False	[NULL]	
=3128	=7210	=1	=9	=9	=100	=966	=False	[NULL]	
=3129	=7210	=1	=9	=9	=100	=966	=False	[NULL]	
=3130	=7210	=1	=9	=9	=100	=966	=False	[NULL]	
=3131	=7210	=1	=9	=9	=100	=966	=False	[NULL]	
=3132	=7210	=1	=9	=9	=100	=966	=False	[NULL]	
=3133	=7211	=2	=15	=15	=75	=957	=False	[NULL]	
=3134	=7211	=2	=15	=15	=80	=957	=False	[NULL]	
=3135	=7211	=2	=15	=15	=80	=957	=False	[NULL]	
=3136	=7211	=2	=15	=15	=80	=957	=False	[NULL]	
=3137	=7211	=2	=15	=15	=80	=957	=False	[NULL]	
=3138	=7211	=2	=15	=15	=80	=957	=False	[NULL]	
=3139	=7211	=2	=15	=15	=80	=957	=False	[NULL]	
=3140	=7211	=2	=15	=15	=80	=957	=False	[NULL]	
=3141	=7211	=2	=15	=15	=80	=957	=False	[NULL]	
=3142	=7211	=2	=15	=15	=80	=957	=False	[NULL]	
=3143	=7211	=2	=15	=15	=80	=957	=False	[NULL]	
=3144	=7211	=2	=15	=15	=80	=957	=False	[NULL]	
=3145	=7211	=2	=15	=15	=80	=957	=False	[NULL]	
=3146	=7211	=2	=15	=15	=80	=957	=False	[NULL]	
=3147	=7211	=2	=15	=15	=80	=957	=False	[NULL]	
=3148	=7211	=2	=15	=15	=80	=957	=False	[NULL]	
=3149	=7211	=2	=15	=15	=80	=957	=False	[NULL]	
=3150	=7211	=2	=15	=15	=80	=957	=False	[NULL]	
=3151	=7211	=2	=15	=15	=80	=957	=False	[NULL]	
=3152	=7211	=2	=15	=15	=80	=957	=False	[NULL]	
=3153	=7211	=2	=15	=15	=80	=957	=False	[NULL]	
=3154	=7212	=2	=11	=11	=75	=845	=False	[NULL]	
=3155	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3156	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3157	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3158	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3159	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3160	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3161	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3162	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3163	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3164	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3165	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3166	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3167	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3168	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3169	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3170	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3171	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3172	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3173	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3174	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3175	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3176	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3177	=7212	=2	=11	=11	=80	=845	=False	[NULL]	
=3178	=7213	=2	=11	=11	=75	=851	=False	[NULL]	
=3179	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3180	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3181	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3182	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3183	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3184	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3185	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3186	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3187	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3188	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3189	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3190	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3191	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3192	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3193	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3194	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3195	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3196	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3197	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3198	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3199	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3200	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3201	=7213	=2	=11	=11	=100	=851	=False	[NULL]	
=3202	=7214	=2	=11	=11	=75	=1006	=False	[NULL]	
=3203	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3204	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3205	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3206	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3207	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3208	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3209	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3210	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3211	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3212	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3213	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3214	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3215	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3216	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3217	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3218	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3219	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3220	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3221	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3222	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3223	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3224	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3225	=7214	=2	=11	=11	=80	=1006	=False	[NULL]	
=3226	=7215	=2	=13	=13	=75	=1272	=False	[NULL]	
=3227	=7215	=2	=13	=13	=150	=1272	=False	[NULL]	
=3228	=7215	=2	=13	=13	=150	=1272	=False	[NULL]	
=3229	=7215	=2	=13	=13	=150	=1272	=False	[NULL]	
=3230	=7215	=2	=13	=13	=150	=1272	=False	[NULL]	
=3231	=7215	=2	=13	=13	=150	=1272	=False	[NULL]	
=3232	=7215	=2	=13	=13	=150	=1358	=False	[NULL]	
=3233	=7215	=2	=13	=13	=150	=1272	=False	[NULL]	
=3234	=7215	=2	=13	=13	=150	=1358	=False	[NULL]	
=3235	=7215	=2	=13	=13	=125	=1358	=False	[NULL]	
=3236	=7215	=2	=13	=13	=125	=1017	=False	[NULL]	
=3237	=7215	=2	=13	=13	=125	=1017	=False	[NULL]	
=3238	=7215	=2	=13	=13	=125	=1017	=False	[NULL]	
=3239	=7215	=2	=13	=13	=125	=1017	=False	[NULL]	
=3240	=7215	=2	=13	=13	=125	=1017	=False	[NULL]	
=3241	=7215	=2	=13	=13	=125	=1017	=False	[NULL]	
=3242	=7215	=2	=13	=13	=125	=1017	=False	[NULL]	
=3243	=7215	=2	=13	=13	=125	=1017	=False	[NULL]	
=3244	=7215	=2	=13	=13	=125	=1017	=False	[NULL]	
=3245	=7215	=2	=13	=13	=125	=1017	=False	[NULL]	
=3246	=7215	=2	=13	=13	=125	=1017	=False	[NULL]	
=3247	=7215	=2	=13	=13	=125	=1017	=False	[NULL]	
=3248	=7215	=2	=13	=13	=125	=1017	=False	[NULL]	
=3249	=7215	=2	=13	=13	=125	=1017	=False	[NULL]	
=3250	=7215	=2	=13	=13	=125	=1017	=False	[NULL]	
=3251	=7215	=2	=13	=13	=125	=1017	=False	[NULL]	
=3252	=7215	=2	=13	=13	=125	=1017	=False	[NULL]	
=3253	=7215	=2	=13	=13	=125	=1017	=False	[NULL]	
=3254	=7215	=2	=13	=13	=125	=1017	=False	[NULL]	
=3255	=7216	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=3256	=7216	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=3257	=7217	=2	=15	=15	=150	=843	=False	[NULL]	
=3258	=7217	=2	=15	=15	=150	=843	=False	[NULL]	
=3259	=7217	=2	=15	=15	=150	=843	=False	[NULL]	
=3260	=7217	=2	=15	=15	=175	=958	=False	[NULL]	
=3261	=7217	=2	=15	=15	=175	=958	=False	[NULL]	
=3262	=7217	=2	=15	=15	=175	=958	=False	[NULL]	
=3263	=7217	=2	=15	=15	=175	=958	=False	[NULL]	
=3264	=7217	=2	=15	=15	=175	=958	=False	[NULL]	
=3265	=7217	=2	=15	=15	=175	=958	=False	[NULL]	
=3266	=7217	=2	=15	=15	=175	=958	=False	[NULL]	
=3267	=7217	=2	=15	=15	=175	=958	=False	[NULL]	
=3268	=7217	=2	=15	=15	=175	=958	=False	[NULL]	
=3269	=7217	=2	=15	=15	=175	=958	=False	[NULL]	
=3270	=7217	=2	=15	=15	=175	=958	=False	[NULL]	
=3271	=7217	=2	=15	=15	=175	=958	=False	[NULL]	
=3272	=7217	=2	=15	=15	=175	=958	=False	[NULL]	
=3273	=7217	=2	=15	=15	=175	=958	=False	[NULL]	
=3274	=7217	=2	=15	=15	=175	=958	=False	[NULL]	
=3275	=7217	=2	=15	=15	=175	=958	=False	[NULL]	
=3276	=7217	=2	=15	=15	=175	=958	=False	[NULL]	
=3277	=7217	=2	=15	=15	=175	=958	=False	[NULL]	
=3278	=7217	=2	=15	=15	=175	=958	=False	[NULL]	
=3279	=7217	=2	=15	=15	=175	=958	=False	[NULL]	
=3280	=7217	=2	=15	=15	=175	=958	=False	[NULL]	
=3281	=7218	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=3282	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3283	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3284	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3285	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3286	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3287	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3288	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3289	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3290	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3291	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3292	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3293	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3294	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3295	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3296	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3297	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3298	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3299	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3300	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3301	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3302	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3303	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3304	=7219	=2	=15	=15	=175	=812	=False	[NULL]	
=3305	=7220	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=3306	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3307	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3308	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3309	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3310	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3311	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3312	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3313	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3314	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3315	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3316	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3317	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3318	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3319	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3320	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3321	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3322	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3323	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3324	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3325	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3326	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3327	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3328	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3329	=7221	=2	=13	=13	=125	=847	=False	[NULL]	
=3330	=7222	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=3331	=7223	=1	=6	=6	=125	=1200	=False	[NULL]	
=3332	=7223	=2	=11	=11	=75	=1336	=False	[NULL]	
=3333	=7223	=2	=11	=11	=75	=1336	=False	[NULL]	
=3334	=7223	=2	=11	=11	=75	=1336	=False	[NULL]	
=3335	=7223	=2	=11	=11	=75	=1091	=False	[NULL]	
=3336	=7223	=2	=11	=11	=100	=1200	=False	[NULL]	
=3337	=7223	=2	=11	=11	=125	=1077	=False	[NULL]	
=3338	=7223	=2	=6	=11	=125	=1077	=False	[NULL]	
=3339	=7223	=2	=11	=11	=150	=843	=False	[NULL]	
=3340	=7223	=2	=11	=11	=150	=843	=False	[NULL]	
=3341	=7223	=2	=11	=11	=150	=843	=False	[NULL]	
=3342	=7223	=2	=11	=11	=150	=843	=False	[NULL]	
=3343	=7223	=2	=11	=11	=150	=843	=False	[NULL]	
=3344	=7223	=2	=11	=11	=150	=843	=False	[NULL]	
=3345	=7223	=2	=11	=11	=150	=843	=False	[NULL]	
=3346	=7223	=2	=11	=11	=150	=843	=False	[NULL]	
=3347	=7223	=2	=11	=11	=150	=843	=False	[NULL]	
=3348	=7223	=2	=11	=11	=150	=843	=False	[NULL]	
=3349	=7223	=2	=11	=11	=150	=843	=False	[NULL]	
=3350	=7223	=2	=11	=11	=150	=843	=False	[NULL]	
=3351	=7223	=2	=11	=11	=150	=843	=False	[NULL]	
=3352	=7223	=2	=11	=11	=150	=843	=False	[NULL]	
=3353	=7223	=2	=11	=11	=150	=843	=False	[NULL]	
=3354	=7223	=2	=11	=11	=150	=843	=False	[NULL]	
=3355	=7223	=2	=11	=11	=150	=843	=False	[NULL]	
=3356	=7223	=2	=11	=11	=150	=843	=False	[NULL]	
=3357	=7223	=2	=11	=11	=150	=843	=False	[NULL]	
=3358	=7223	=2	=11	=11	=150	=843	=False	[NULL]	
=3359	=7224	=-1000	=0	[NULL]	[NULL]	=1	=False	[NULL]	
=3360	=7224	=-1000	=0	[NULL]	[NULL]	=2	=False	[NULL]	
=3361	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3362	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3363	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3364	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3365	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3366	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3367	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3368	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3369	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3370	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3371	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3372	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3373	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3374	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3375	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3376	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3377	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3378	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3379	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3380	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3381	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3382	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3383	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3384	=7225	=2	=17	=17	=150	=1241	=False	[NULL]	
=3385	=7226	=2	=12	=17	=150	=822	=False	[NULL]	
=3386	=7226	=2	=12	=17	=150	=822	=False	[NULL]	
=3387	=7226	=2	=12	=17	=150	=822	=False	[NULL]	
=3388	=7226	=2	=12	=17	=150	=822	=False	[NULL]	
=3389	=7226	=2	=12	=17	=150	=822	=False	[NULL]	
=3390	=7226	=2	=12	=17	=150	=822	=False	[NULL]	
=3391	=7226	=2	=12	=17	=150	=822	=False	[NULL]	
=3392	=7226	=2	=12	=17	=150	=822	=False	[NULL]	
=3393	=7226	=2	=12	=17	=150	=822	=False	[NULL]	
=3394	=7226	=2	=12	=17	=150	=822	=False	[NULL]	
=3395	=7226	=2	=12	=17	=150	=822	=False	[NULL]	
=3396	=7226	=2	=12	=17	=150	=822	=False	[NULL]	
=3397	=7226	=2	=12	=17	=125	=1277	=False	[NULL]	
=3398	=7226	=2	=17	=17	=125	=1277	=False	[NULL]	
=3399	=7226	=2	=17	=17	=125	=1277	=False	[NULL]	
=3400	=7226	=2	=17	=17	=125	=1277	=False	[NULL]	
=3401	=7226	=2	=17	=17	=125	=1277	=False	[NULL]	
=3402	=7226	=2	=17	=17	=125	=1277	=False	[NULL]	
=3403	=7226	=2	=17	=17	=125	=1277	=False	[NULL]	
=3404	=7226	=2	=17	=17	=125	=1277	=False	[NULL]	
=3405	=7226	=2	=17	=17	=125	=1277	=False	[NULL]	
=3406	=7226	=2	=17	=17	=125	=1277	=False	[NULL]	
=3407	=7226	=2	=17	=17	=125	=1277	=False	[NULL]	
=3408	=7226	=2	=17	=17	=125	=1277	=False	[NULL]	
=3409	=7226	=2	=17	=17	=125	=1277	=False	[NULL]	
=3410	=7226	=2	=17	=17	=125	=1277	=False	[NULL]	
=3411	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3412	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3413	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3414	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3415	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3416	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3417	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3418	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3419	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3420	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3421	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3422	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3423	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3424	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3425	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3426	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3427	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3428	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3429	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3430	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3431	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3432	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3433	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3434	=7227	=2	=17	=17	=125	=799	=False	[NULL]	
=3435	=7228	=2	=17	=17	=125	=811	=False	[NULL]	
=3436	=7228	=2	=17	=17	=125	=811	=False	[NULL]	
=3437	=7228	=2	=17	=17	=125	=811	=False	[NULL]	
=3438	=7228	=2	=17	=17	=125	=811	=False	[NULL]	
=3439	=7228	=2	=17	=17	=125	=811	=False	[NULL]	
=3440	=7228	=2	=17	=17	=125	=811	=False	[NULL]	
=3441	=7228	=2	=17	=17	=125	=811	=False	[NULL]	
=3442	=7228	=2	=17	=17	=125	=811	=False	[NULL]	
=3443	=7228	=2	=17	=17	=125	=811	=False	[NULL]	
=3444	=7228	=2	=17	=17	=125	=811	=False	[NULL]	
=3445	=7228	=2	=17	=17	=125	=811	=False	[NULL]	
=3446	=7228	=2	=17	=17	=125	=811	=False	[NULL]	
=3447	=7228	=2	=17	=17	=125	=807	=False	[NULL]	
=3448	=7228	=2	=17	=17	=125	=807	=False	[NULL]	
=3449	=7228	=2	=17	=17	=125	=807	=False	[NULL]	
